formula,database,id,T,rho_pred,seebeck_abs_pred,kappa_pred,zT_pred,rho_var,seebeck_abs_var,kappa_var,zT_var
Cd45Lu11,ICSD,620121,1000,2.46079e-05,0.00015002,0.837824,1.00187,5.57052e-09,6.63589e-09,1.76637,0.9251
Cd45Tm11,ICSD,620579,1000,3.39226e-05,0.000136113,0.846096,1.02535,1.18644e-08,9.18448e-09,1.29509,0.971414
Cd4GeSe6,COD,8100910,1000,5.80115e-05,0.000201244,0.935321,1.13216,0.00392781,5.23384e-09,1.32027,0.29489
Cd4Se6Si,COD,1532045,1000,4.82598e-05,0.000224586,0.956446,1.08357,2.25131e-05,8.90707e-09,1.51514,0.738412
Cd6Sb5,ICSD,52832,1000,4.62783e-05,0.000182799,0.62918,1.26142,3.56335e-07,8.16287e-09,0.214452,0.12647
CdCu2GeSe4,ICSD,95235,1000,8.50119e-05,0.000201378,0.752734,1.18887,0.00462759,1.76257e-08,1.0205,0.117814
CdCu2GeTe4,ICSD,656154,1000,5.93292e-05,0.000204877,0.860542,1.09132,0.062866,4.83933e-09,3.0183,0.800898
CdCu2Se4Si,ICSD,619783,1000,6.4491e-05,0.000199458,0.862657,1.07148,8.21535e-06,1.70948e-08,0.965241,0.798228
CdCu2Se4Sn,ICSD,619784,1000,6.59531e-05,0.000209304,0.936434,1.14818,0.00133928,4.83814e-09,2.06077,0.315818
CdCu2SnTe4,ICSD,656157,1000,0.000169629,0.000223913,0.832707,1.15155,322381,6.4189e-09,3.45519,0.92597
CdCuSb,ICSD,52796,1000,7.44266e-05,0.000212528,0.680145,1.20238,4.66931,6.58619e-09,0.142104,0.0893243
CdGa2Se4,COD,1526197,1000,0.000172922,0.000211605,0.772971,1.17533,0.712298,8.65094e-09,2.0095,0.120417
CdGa2Te4,COD,5910295,1000,9.1138e-05,0.000213556,1.36422,1.13069,3.26157,8.83375e-09,8.6252,0.539063
CdGeTe4Tl2,COD,4000657,1000,0.000143769,0.000252327,1.23091,1.36631,97.9174,9.02132e-09,10.6769,0.179427
CdIn2Se4,ICSD,52811,1000,0.000118708,0.000204547,0.94235,1.14839,0.676718,9.29635e-09,2.95687,0.125377
CdIn2Te4,COD,5910307,1000,8.44487e-05,0.000212504,1.41433,1.21575,0.106765,1.50453e-08,12.7485,0.64026
CdSb,COD,9008881,1000,4.61445e-05,0.000189817,0.625385,1.26502,2.7679e-07,1.03825e-08,0.213164,0.13411
CdSbTl,COD,7222183,1000,0.000273198,0.000261027,0.935312,1.38509,1.23952e+06,6.909e-09,3.66225,0.206565
CdSe2,ICSD,620416,1000,6.57581e-05,0.000201505,1.00525,1.11898,1.39539e-05,6.33809e-09,1.01509,0.277001
CdSe2Tl,ICSD,620451,1000,0.000188002,0.000256651,0.964451,1.29602,1636.95,1.03664e-08,2.16133,0.215769
CdSnTe4Tl2,COD,4000658,1000,0.000187969,0.000256086,1.26948,1.34217,371.976,9.4792e-09,10.7619,0.172734
CdTe2Tl,ICSD,620548,1000,0.000215112,0.000262259,0.964598,1.21603,1391.73,9.83042e-09,4.20071,0.963394
Ce2In8Ir,COD,4000238,1000,2.07634e-05,0.000163519,1.3384,1.01171,1.24916e-09,6.10398e-09,3.84197,0.626958
Ce3Ir4Sn13,ICSD,603062,1000,1.74863e-05,0.000151284,2.3679,1.29323,9.29342e-10,6.5765e-09,2.25714,0.38065
CeGa4NaSe8,COD,4304491,1000,5.71082e-05,0.000163994,1.02551,1.19686,2.66088e-05,8.49025e-09,4.85446,0.341707
CeGe12Pt4,ICSD,174553,1000,3.21013e-05,0.000143473,1.41961,1.12704,9.65866e-06,1.08348e-08,5.32511,0.999865
CeIn5Ir,ICSD,150225,1000,1.98046e-05,0.000159414,1.40002,1.14326,1.21418e-09,6.97016e-09,4.90834,0.792227
CeIn7Pt2,ICSD,161312,1000,4.00453e-05,0.000163195,1.15454,1.1842,1.66401e-05,9.99889e-09,4.24255,0.884366
CeTe2Tl,ICSD,622280,1000,5.87091e-05,0.000199806,1.21612,1.00018,6.82635e-06,9.80679e-09,0.853722,0.381868
CeTe6Tl9,ICSD,427736,1000,4.77909e-05,0.000173189,0.76584,1.32844,1.07899e-06,9.53433e-09,0.635698,0.21238
Co2Ge3Se3,COD,4343784,1000,0.000143251,0.00019895,1.23643,1.09421,1072.95,1.08923e-08,10.7372,0.182615
Co2Ge3Te3,ICSD,249043,1000,6.22731e-05,0.0001967,1.96864,1.03838,0.355532,7.84674e-09,9.13149,0.1591
Co2Se3Sn3,ICSD,163716,1000,7.15099e-05,0.000190701,1.48621,1.10014,0.0637758,7.89211e-09,12.7683,0.167251
Co2Sn3Te3,ICSD,164149,1000,7.40691e-05,0.000208346,1.7244,1.07373,0.259213,1.28883e-08,4.17264,0.190747
Co4Gd3Sn13,ICSD,102478,1000,1.93525e-05,0.000165656,2.00839,1.19903,3.04136e-10,6.88157e-09,2.31099,0.356628
Co4Sb12Sn,ICSD,87886,1000,2.52917e-05,0.00021551,1.99579,1.34818,2.54713e-10,9.64623e-09,0.287374,0.132485
Co4Sm3Sn13,ICSD,600233,1000,2.28491e-05,0.000167955,1.79095,1.1836,3.98666e-10,8.48482e-09,2.08165,0.427414
Co4Sn13Tb3,ICSD,423113,1000,2.41025e-05,0.000166063,2.01718,1.23487,7.95016e-10,8.1727e-09,2.24682,0.455993
Co4Sn13Yb3,ICSD,625310,1000,2.32777e-05,0.000169594,1.7262,1.39422,3.65242e-10,8.43481e-09,1.72557,0.295608
Co6Dy5Sn18,ICSD,164146,1000,2.45411e-05,0.000163249,2.06382,1.20285,8.52739e-10,7.87751e-09,2.31739,0.452166
Co6Dy7Sn23,ICSD,622714,1000,2.47879e-05,0.000162143,2.00989,1.2245,9.64709e-10,7.62085e-09,2.36851,0.478691
Co6Er7Sn23,ICSD,622861,1000,2.33114e-05,0.000162615,2.00287,1.31656,4.61649e-10,8.26894e-09,2.38099,0.529306
Co6Ho5Sn18,ICSD,165788,1000,2.41847e-05,0.000162896,2.02733,1.20199,6.65777e-10,7.64994e-09,2.27647,0.450135
Co6Ho7Sn23,ICSD,63511,1000,2.4009e-05,0.000162259,1.99713,1.21987,8.06176e-10,7.17033e-09,2.36797,0.469977
Co6Sn23Tb7,ICSD,625277,1000,2.53532e-05,0.00016315,1.96927,1.19871,1.05644e-09,8.56138e-09,2.15439,0.456209
CoCu2Se4Sn,ICSD,99296,1000,4.31374e-05,0.000186311,0.856446,1.13002,1.4284e-05,8.06484e-09,1.29848,0.157919
CoIn2Se4,ICSD,658918,1000,5.43717e-05,0.000206322,1.41613,1.14876,0.000248637,1.00304e-08,19.0074,0.328761
Cr3Se5Tl,ICSD,626737,1000,0.000129476,0.000260267,1.43999,1.09839,2.77103,1.02184e-08,29.6329,0.871595
CrGaSe3,ICSD,66279,1000,6.32844e-05,0.000205695,1.07689,1.13514,2.93211e-06,6.34914e-09,20.1234,0.163028
CrGeTe3,ICSD,79270,1000,3.34345e-05,0.000209703,2.27422,1.04457,5.91048e-06,4.85336e-09,14.6197,0.700465
CrPb2,COD,4031247,1000,0.00015601,0.000223009,1.89048,1.32608,309855,9.57866e-09,8.57678,0.652255
CrSbSe3,ICSD,84866,1000,4.76566e-05,0.000202355,1.35967,1.08562,6.03203e-05,5.61485e-09,22.5721,0.138846
CrSe2,ICSD,626718,1000,3.90533e-05,0.000210715,1.12486,1.07302,2.74292e-06,6.0726e-09,21.1966,0.158005
CrTe3,ICSD,35266,1000,6.05174e-05,0.00022371,2.56202,1.00428,0.0427306,8.46639e-09,31.4004,0.611906
Cs2Te13,ICSD,407819,1000,2.45201e-05,0.000154935,1.07848,1.05518,1.72113e-08,1.28182e-08,2.49044,0.235282
Cs3Cu20Te13,COD,4338417,1000,3.10882e-05,0.00014692,0.708487,1.02184,1.63027e-08,1.74433e-08,0.423815,0.29782
Cs3Te22,ICSD,83685,1000,2.55454e-05,0.00015858,1.09867,1.0425,1.47006e-08,1.08863e-08,2.78546,0.387383
CsTe7,ICSD,407820,1000,2.59065e-05,0.000160918,1.08746,1.0425,1.75045e-08,1.08328e-08,2.67871,0.387383
Cu11K3Te16,COD,4031163,1000,3.92885e-05,0.000147516,0.695702,1.02124,8.96885e-08,1.92133e-08,2.45836,0.824711
Cu14Se10Tl5,COD,4030182,1000,0.000259744,0.000223012,0.491704,1.22959,892.774,7.1562e-09,0.455685,0.23853
Cu2FeGeSe4,ICSD,627313,1000,5.96107e-05,0.000210681,0.762637,1.10924,1.25089e-06,2.27267e-08,1.63625,0.175013
Cu2FeSe4Si,ICSD,627368,1000,6.06703e-05,0.000212684,0.807316,1.01973,1.36674e-06,2.28325e-08,1.6674,0.692966
Cu2FeSe4Sn,ICSD,169839,1000,3.88985e-05,0.000188319,0.788192,1.11527,1.90752e-07,7.84333e-09,1.87403,0.156512
Cu2GeHgSe4,ICSD,152761,1000,0.000115253,0.000216931,0.835967,1.19899,20.6728,5.4326e-09,1.94005,0.411523
Cu2GeMnSe4,ICSD,627741,1000,8.55675e-05,0.000242972,0.655412,1.12377,0.000512578,1.54628e-08,1.26893,0.171231
Cu2GeSe3,ICSD,70056,1000,5.58408e-05,0.000221131,0.854233,1.19571,6.52603e-06,1.39353e-08,1.29339,0.112022
Cu2GeSe4Sr,ICSD,411406,1000,6.91683e-05,0.000174686,0.746504,1.12298,0.00112966,3.45649e-08,0.618009,0.619479
Cu2GeSe4Zn,ICSD,627827,1000,9.2897e-05,0.00020366,0.767713,1.20731,0.00307104,1.70122e-08,0.876835,0.121293
Cu2GeTe3,ICSD,151872,1000,3.61399e-05,0.000210551,0.977241,1.07047,4.93169e-05,4.31926e-09,3.96605,0.775773
Cu2GeTe4Zn,ICSD,656153,1000,6.24751e-05,0.000201647,0.836158,1.08758,0.678627,4.33845e-09,2.87946,0.797046
Cu2HgSe4Sn,ICSD,627936,1000,0.000125791,0.000222475,0.817806,1.20467,227.553,6.72606e-09,1.79555,0.399612
Cu2LuSn2,ICSD,603428,1000,4.11776e-05,0.000174356,1.14644,1.36099,5.77168e-05,1.94941e-08,4.56709,0.454923
Cu2MnSe4Sn,ICSD,628399,1000,6.24735e-05,0.000206556,0.646786,1.11565,0.000197617,7.57999e-09,1.44562,0.156366
Cu2Sb,COD,9008317,1000,6.57718e-05,0.00022615,0.629715,1.07838,0.000125108,9.5421e-09,0.335419,0.376211
Cu2Se,COD,9008064,1000,5.8646e-05,0.000260995,0.785765,1.30007,1.22557e-09,3.07262e-09,0.0080762,0.15316
Cu2Se2Tl,ICSD,629124,1000,0.000422708,0.000225507,0.504641,1.26385,5.60081e+06,7.48492e-09,0.538714,0.313251
Cu2Se3Si,ICSD,88236,1000,4.36891e-05,0.00022145,0.915946,1.06742,5.55961e-08,1.53535e-08,1.34392,0.486365
Cu2Se3Sn,ICSD,248258,1000,3.46692e-05,0.000204126,0.902286,1.1578,1.16812e-06,4.6534e-09,1.63773,0.128933
Cu2Se4SiZn,ICSD,629079,1000,6.30443e-05,0.00021288,0.855555,1.09969,6.68071e-06,1.76911e-08,0.962607,0.506312
Cu2Se4SnZn,ICSD,189278,1000,6.28688e-05,0.000207487,0.78699,1.16127,0.00161891,4.79984e-09,1.13017,0.143076
Cu2SnTe3,ICSD,160882,1000,8.92862e-05,0.000222138,0.897913,1.11933,41.2819,6.41879e-09,4.52261,0.821727
Cu2SnTe4Zn,ICSD,656156,1000,6.72702e-05,0.00021405,0.833925,1.11095,0.0636011,5.6211e-09,3.15876,0.829223
Cu3Gd2Sn6,ICSD,181702,1000,2.58064e-05,0.000161274,1.58996,1.21761,2.39477e-07,1.62109e-08,4.04101,0.348238
Cu3SbSe3,ICSD,401095,1000,9.52098e-05,0.000199625,0.670018,1.03467,0.0075832,4.9472e-09,0.745902,0.656494
Cu3SbSe4,ICSD,400652,1000,6.32989e-05,0.00020016,0.703195,1.07904,1.25552e-05,4.70568e-09,1.50652,0.079283
Cu3Se2Tl,ICSD,68524,1000,0.000304014,0.0002369,0.484644,1.22765,104.597,6.75609e-09,0.417584,0.228828
Cu4Er3Sn4,ICSD,604569,1000,3.64838e-05,0.000172041,1.07617,1.00311,5.62071e-06,2.30268e-08,1.17063,0.459008
Cu4In9Se16,ICSD,53295,1000,9.0481e-05,0.000211162,1.2004,1.15307,74.0881,3.95792e-09,8.34823,0.314944
Cu4Se3Tl,ICSD,629135,1000,0.000255921,0.000221636,0.497718,1.20608,20.4593,7.89464e-09,0.490272,0.204743
Cu4Sn4Tm3,COD,1525385,1000,3.74731e-05,0.000172073,0.941489,1.06118,5.64441e-06,2.3062e-08,0.405663,0.57841
Cu5Lu3Se8Tl2,ICSD,424884,1000,7.36811e-05,0.000171151,1.21541,1.23325,0.835228,2.0141e-08,4.40188,0.912696
Cu5Se3Tl,ICSD,88202,1000,0.000191619,0.000230619,0.490174,1.20911,0.857666,5.33773e-09,0.45135,0.212627
Cu5Se7Sn2,COD,4002063,1000,3.55914e-05,0.000199701,0.920305,1.15537,1.14054e-06,4.5544e-09,1.65597,0.127197
Cu8GeSe6,ICSD,69593,1000,7.05385e-05,0.000202627,0.601037,1.07492,3.6133e-07,1.44707e-08,0.865859,0.789949
Cu9Sn4Yb,ICSD,154446,1000,3.21998e-05,0.000153553,0.865862,1.28711,1.50681e-07,2.09818e-08,1.06888,0.343913
CuGaSe2,ICSD,42097,1000,7.50023e-05,0.000221276,0.687627,1.20877,0.00121586,6.30816e-09,1.61036,0.100562
CuGaTe2,ICSD,74456,1000,8.46498e-05,0.000220593,1.1458,1.09456,0.747593,6.60035e-09,6.83769,0.789415
CuInP2Se6,ICSD,71969,1000,9.71889e-05,0.000221156,1.3772,1.08001,4.50192,5.29949e-09,11.8588,0.833705
CuInSe2,COD,4105347,1000,7.17144e-05,0.000222715,0.875472,1.1493,0.00106974,5.88526e-09,3.95997,0.291243
CuInTe2,ICSD,73352,1000,0.000188446,0.000232163,1.22588,1.13609,409203,7.40088e-09,6.86492,0.88136
CuNb2Se12Tl3,COD,4000525,1000,2.67785e-05,0.000200592,1.40066,1.32631,2.46064e-05,5.29034e-09,14.6416,0.273085
CuNiSb2,COD,9014572,1000,4.36887e-05,0.000205974,1.0671,1.07012,5.37898e-06,8.0703e-09,3.22402,0.136654
CuPSe3Tl,COD,4000521,1000,0.000219388,0.000197549,0.838785,1.25244,1.94998e+08,9.01714e-09,3.10871,0.82456
CuSbSe2,ICSD,418754,1000,3.49906e-05,0.000198746,1.17416,1.16048,9.87966e-07,3.5033e-09,1.7944,0.0773263
CuSe2,COD,9011302,1000,4.9129e-05,0.000228672,0.911529,1.15368,1.33076e-06,5.26439e-09,1.24234,0.300974
CuSe3TlZr,ICSD,82561,1000,5.49565e-05,0.000184036,1.28997,1.27364,0.0220675,3.99667e-09,7.46858,0.815402
CuTe2,ICSD,629329,1000,6.12382e-05,0.000226641,1.0041,1.0532,0.00776918,6.20393e-09,5.85844,0.718514
CuTe3Tl4,ICSD,629347,1000,0.00023049,0.000246535,0.901963,1.43228,276884,6.43855e-09,2.68598,0.214738
Dy2NiSn6,ICSD,165783,1000,2.81771e-05,0.000156042,1.67216,1.05339,2.71812e-09,8.35245e-09,1.63821,0.261571
Dy2Rh3Sn5,ICSD,630166,1000,3.60867e-05,0.000170672,2.04987,1.16098,4.22773e-07,1.97766e-08,6.70002,0.609893
DyPb3,COD,1524912,1000,3.72258e-05,0.000162256,1.53343,1.19869,1.63572e-08,1.04906e-08,3.08563,0.825514
DyTl3,ICSD,630361,1000,4.53601e-05,0.000150948,0.930307,1.0601,8.97577e-08,9.91089e-09,1.77271,0.764911
Er2NiSn6,ICSD,630882,1000,2.67833e-05,0.000154547,1.83531,1.28057,1.34175e-09,7.89295e-09,2.12462,0.344656
ErGa6,ICSD,630541,1000,6.18325e-05,0.000158542,1.11009,1.04452,0.000255405,1.16718e-08,1.48704,0.66939
ErIn3,COD,1525489,1000,3.79518e-05,0.000150339,1.14352,1.07349,4.99132e-09,8.48122e-09,2.38839,0.837423
ErPb3,COD,1524771,1000,3.42025e-05,0.000161199,1.50897,1.26695,1.35351e-08,9.85525e-09,2.95753,0.561832
ErSn2Zn,ICSD,183312,1000,3.13268e-05,0.000161169,1.25868,1.00868,1.7949e-09,1.31085e-08,0.953667,0.362015
ErSn3,ICSD,602857,1000,2.99746e-05,0.000155126,1.6623,1.03053,1.50079e-09,1.07034e-08,2.86896,0.3345
ErTe2Tl,ICSD,631187,1000,5.3343e-05,0.000207726,1.15336,1.21104,1.8069e-05,8.82521e-09,2.62658,0.904861
ErTl3,COD,1525045,1000,4.83044e-05,0.000150703,0.953624,1.06106,7.75247e-08,9.65544e-09,1.9453,0.770155
Eu2Ge2Se5,ICSD,412229,1000,3.94715e-05,0.000138773,1.56718,1.00242,6.51005e-08,1.40106e-08,3.50213,0.186899
Eu3Pb13Rh4,ICSD,631512,1000,2.64694e-05,0.000152551,1.57824,1.34941,3.82258e-08,1.26812e-08,3.60827,0.669271
EuGa2Se4,ICSD,631269,1000,5.90631e-05,0.000155528,1.5707,1.02437,1.9308e-05,1.05139e-08,4.06027,0.206731
EuGa2Te4,ICSD,631273,1000,3.18657e-05,0.000160865,1.27219,1.29213,1.03917e-07,9.68543e-09,1.61767,0.324487
EuIn2Se4,ICSD,631352,1000,4.28437e-05,0.000154326,1.52232,1.03041,3.71401e-06,1.00994e-08,4.153,0.217856
EuIn2Te4,ICSD,631353,1000,3.14757e-05,0.000162624,1.38383,1.37766,1.41181e-07,9.55677e-09,3.06338,0.275367
EuPb3,COD,1524772,1000,2.76209e-05,0.000155792,1.32327,1.02633,2.64277e-09,9.87224e-09,1.94827,0.475569
EuRu4Sb12,ICSD,631585,1000,2.24093e-05,0.00015911,2.17703,1.0695,4.50372e-10,8.20359e-09,4.97455,0.836262
EuSb4Sn3,ICSD,411250,1000,2.27789e-05,0.000181016,1.55894,1.37946,3.19667e-09,1.2764e-08,2.52674,0.233604
Fe2In2Se5,ICSD,155025,1000,6.1196e-05,0.000214311,1.42445,1.01842,1.48192e-05,1.06518e-08,15.6344,0.146554
Fe4NaSb12,ICSD,246576,1000,4.134e-05,0.000190446,1.7052,1.06075,0.00843021,3.02098e-08,1.00703,0.161133
FeGa2Se4,ICSD,631817,1000,9.31037e-05,0.000204344,1.12049,1.17465,0.00367575,1.13121e-08,13.0023,0.149623
FePb4Sb6Se14,ICSD,424710,1000,8.56361e-05,0.000199858,1.84745,1.28696,5.74045,1.7566e-08,32.5352,0.424589
Ga16Se33Zn4,COD,4106293,1000,0.000166073,0.000201067,0.807549,1.18753,124.926,1.50188e-08,2.01299,0.117316
Ga2Ge3Yb,ICSD,413535,1000,4.02691e-05,0.000189593,1.28218,1.14513,4.2845e-09,1.52546e-08,0.748469,0.20077
Ga2HgSe4,COD,5910282,1000,0.000430857,0.000242569,0.936848,1.18728,1.4247e+06,8.58839e-09,3.43962,0.161882
Ga2MnSe4,ICSD,634676,1000,7.99947e-05,0.000212378,1.12782,1.16764,9.71297e-05,1.13469e-08,10.2925,0.149852
Ga2MnTe4,ICSD,67402,1000,4.67118e-05,0.000230353,1.53878,1.06477,4.2104e-06,9.17967e-09,6.85365,0.783702
Ga2PbSe4,ICSD,635052,1000,0.000222451,0.00023565,1.46722,1.16617,12.4227,9.10235e-09,14.4135,0.313919
Ga2Se2Te,ICSD,64617,1000,0.000125399,0.000212466,1.20525,1.17031,252.35,7.6648e-09,9.70387,0.13465
Ga2Se3,ICSD,37168,1000,0.000140732,0.000195282,1.07966,1.19038,0.0699998,1.39373e-08,9.64804,0.0985839
Ga2Se4Sm,ICSD,635395,1000,4.77918e-05,0.000162495,1.82352,1.01434,8.10019e-06,1.16473e-08,4.53524,0.198738
Ga2Se4Sr,ICSD,35414,1000,5.72848e-05,0.000160414,0.798033,1.16289,2.51693e-06,1.00308e-08,1.34634,0.292482
Ga2Se4Yb,ICSD,635414,1000,6.72708e-05,0.000147858,1.08793,1.23258,0.000420389,1.44303e-08,1.47468,0.246477
Ga2Se4Zn,COD,5910318,1000,0.000199783,0.000206835,0.754943,1.18727,676.817,1.34668e-08,1.9227,0.117684
Ga2SrTe4,ICSD,41166,1000,3.6308e-05,0.000174613,1.02183,1.23219,1.51785e-06,1.01046e-08,1.69028,0.240516
Ga2Te3,ICSD,657608,1000,4.54644e-05,0.000208843,1.77148,1.16384,3.7478e-06,8.44029e-09,13.7468,0.0811622
Ga2Te4Zn,COD,5910274,1000,8.36902e-05,0.00021258,1.12637,1.10395,3.18567,1.00533e-08,5.62451,0.485893
Ga2Te5,ICSD,635505,1000,4.36067e-05,0.000218651,3.71254,1.16615,1.83303e-05,1.11868e-08,20.0122,0.0957488
Ga3InTe5,ICSD,634434,1000,4.10152e-05,0.000212889,1.71778,1.18086,2.01886e-06,8.8128e-09,8.04003,0.0834094
Ga3NaSe5,ICSD,402880,1000,0.000106791,0.000195862,0.984472,1.25146,0.000688278,4.71421e-09,4.73801,0.234697
Ga3NaTe5,ICSD,402329,1000,4.61647e-05,0.000210919,1.11941,1.30642,0.000505589,3.41548e-09,2.3002,0.228741
Ga4Ge2Yb,ICSD,423996,1000,5.62378e-05,0.000158793,0.896227,1.22174,1.71934e-07,1.39284e-08,0.986855,0.173249
Ga4GePb4Se12,ICSD,250747,1000,0.000143045,0.000226828,1.39782,1.20675,9.14886,1.01786e-08,9.33483,0.357296
Ga4LaNaSe8,COD,4304490,1000,5.785e-05,0.000166026,1.01358,1.20404,2.67339e-05,7.55144e-09,4.48326,0.323789
Ga4NaNdSe8,COD,4304492,1000,5.44279e-05,0.000167174,1.10028,1.2155,2.00769e-05,7.95936e-09,5.77738,0.316389
Ga4Se7Sn,COD,4001921,1000,0.000147874,0.000208355,1.1506,1.17116,9.30379,9.95186e-09,12.5659,0.0909828
Ga7Te10,ICSD,400668,1000,4.38564e-05,0.000207156,1.53808,1.16053,2.08998e-06,8.69564e-09,8.56008,0.0789034
GaGeTe,ICSD,35386,1000,5.32664e-05,0.0002109,1.24963,1.16217,0.0107415,8.33262e-09,6.48853,0.116088
GaInSe2,ICSD,601131,1000,0.000111489,0.000203977,1.4882,1.14436,0.00155687,9.66767e-09,14.8385,0.102393
GaInSe3,ICSD,634431,1000,0.000111287,0.000206317,1.52374,1.16396,0.00127691,9.57326e-09,17.1475,0.0915759
GaInTe2,ICSD,60084,1000,4.16896e-05,0.000214319,1.6411,1.17941,1.3057e-06,1.04854e-08,8.80018,0.106578
GaKSb4,ICSD,300158,1000,2.92537e-05,0.000165276,1.21071,1.02063,5.34192e-08,1.49328e-08,1.40954,0.195298
GaSb,COD,9008847,1000,4.91699e-05,0.000206625,1.00957,1.17801,4.98177e-06,9.03102e-09,1.96284,0.0803473
GaSe,ICSD,20237,1000,0.000169143,0.000194833,1.135,1.18696,0.666264,1.48612e-08,9.2722,0.0965929
GaSe2,ICSD,281757,1000,0.000117594,0.000204958,1.96147,1.13715,0.180455,1.5966e-08,57.2655,0.197698
GaSe2Tl,COD,4000782,1000,0.000135018,0.000251399,1.27811,1.28757,0.0390377,1.04858e-08,13.1253,0.212493
GaSe8V4,COD,1526225,1000,3.20424e-05,0.000203737,1.24157,1.06023,2.3098e-06,6.07727e-09,19.1435,0.312791
GaTe,ICSD,43328,1000,4.90295e-05,0.00021423,1.15313,1.18366,2.98928e-06,6.98697e-09,4.47447,0.0780136
GaTe2Tl,COD,1527851,1000,9.27501e-05,0.000262224,1.3338,1.29211,0.00030197,5.99236e-09,6.54456,0.174759
Gd3Rh4Sn13,COD,1522536,1000,2.81137e-05,0.000166159,2.1289,1.25105,3.30866e-07,1.06455e-08,7.55266,0.333527
GdPb3,COD,1523856,1000,3.15476e-05,0.000158826,1.60403,1.03655,8.90456e-09,7.75176e-09,3.63179,0.424517
GdTe6Tl9,ICSD,427737,1000,5.1677e-05,0.000178193,0.78122,1.39169,1.00251e-06,8.68908e-09,0.892747,0.183566
Ge2Hg3K2Se8,ICSD,95237,1000,3.77545e-05,0.000203438,0.846811,1.15428,9.0681e-07,1.08476e-08,1.54825,0.753944
Ge2Se5Tl2,ICSD,26415,1000,7.04323e-05,0.000239774,1.47844,1.22972,8.45667e-06,9.71722e-09,11.017,0.131827
Ge3Ir2Se3,ICSD,169228,1000,7.3407e-05,0.00022818,1.89186,1.25556,1.34974,1.58679e-08,23.1736,0.201523
Ge3Rh2Se3,ICSD,261240,1000,9.61846e-05,0.000193805,1.68466,1.15415,12.9446,4.4993e-09,18.8936,0.361322
Ge4Rh,ICSD,637677,1000,3.28788e-05,0.000189338,1.53464,1.03605,5.27273e-07,1.12137e-08,9.86123,0.525558
Ge4Se9,COD,2014978,1000,2.45608e-05,0.000190853,1.75571,1.09353,8.90586e-07,1.71301e-08,37.8802,0.237834
GeHgTe4Tl2,COD,4000659,1000,0.00010042,0.000247101,1.15763,1.36589,0.177485,9.83635e-09,5.30723,0.201527
GeIn2Li2Se6,ICSD,262645,1000,7.04536e-05,0.000206302,0.830056,1.18474,0.00159713,7.94112e-09,2.68051,0.319149
GeLaSe4Tl,COD,4000514,1000,3.46842e-05,0.000193767,1.69522,1.04719,3.24743e-07,1.02532e-08,5.87721,0.271213
GeMn2Se4,ICSD,391296,1000,4.84403e-05,0.000258022,1.15086,1.13346,6.16529e-08,1.17497e-08,9.95378,0.15831
GeMnTe4Tl2,COD,4000661,1000,0.000161487,0.000243474,1.58871,1.4079,347.994,9.50366e-09,11.684,0.179117
GePtSe,ICSD,2595,1000,0.000171486,0.000202649,1.20209,1.3085,592081,5.10762e-09,13.0925,0.25508
GeSe2,ICSD,637858,1000,2.3183e-05,0.000190886,1.72796,1.09617,1.1032e-06,1.72139e-08,38.9722,0.240149
GeSe3Tl2,ICSD,35043,1000,7.5718e-05,0.00024178,1.3527,1.30414,7.44906e-06,7.9785e-09,11.0445,0.210506
GeSe4Tl4,ICSD,261015,1000,7.74292e-05,0.000241539,0.99407,1.36744,4.51596e-06,9.9777e-09,6.99136,0.248781
GeSe8V4,ICSD,50503,1000,3.82844e-05,0.000248778,1.22752,1.06288,8.23689e-07,1.13289e-08,18.7158,0.313137
GeTe3Tl2,ICSD,80292,1000,7.67281e-05,0.000257037,1.74586,1.31437,3.60686e-06,8.29386e-09,14.3966,0.173268
GeTe3Tl3,ICSD,49658,1000,9.37346e-05,0.000261084,1.08452,1.3583,0.00789797,8.14703e-09,2.74817,0.187748
GeTe4Zr,COD,2215468,1000,1.93513e-05,0.00021237,2.67123,1.17324,1.46234e-09,9.83167e-09,12.2165,0.840001
GeTe5Tl2,ICSD,69035,1000,0.000113699,0.000260003,5.46332,1.28885,4.11068e-06,7.99325e-09,58.8549,0.146215
GeTe6Ti,ICSD,73014,1000,2.18013e-05,0.000232578,2.42237,1.18897,1.42679e-09,1.01426e-08,10.622,0.224928
HfPbSe4Tl2,ICSD,237510,1000,3.90155e-05,0.000215392,1.61908,1.57966,2.44047e-07,1.03836e-08,13.3704,0.263086
HfSe3,ICSD,42075,1000,4.53664e-05,0.000182051,2.36089,1.00196,0.0051512,1.11903e-08,8.46051,0.226041
HfTe4Tl4,ICSD,168651,1000,4.94125e-05,0.000237629,1.11529,1.37985,1.70751e-05,7.78846e-09,4.14029,0.254983
HfTe5,COD,1527386,1000,1.95953e-05,0.000199155,2.42479,1.10121,2.64625e-09,1.6641e-08,12.9055,0.726606
Hg2In2Sr,ICSD,427211,1000,5.11099e-05,0.000185467,0.763688,1.07562,0.000343018,1.41698e-08,1.17738,0.99902
Hg3Te4Tl2,COD,4000819,1000,0.00028863,0.000267863,0.662475,1.21806,1.09935e+06,8.02842e-09,1.82557,0.709027
Hg3Zr,COD,1522700,1000,2.51081e-05,0.000204489,1.0225,1.1128,2.98979e-09,2.85817e-08,2.90007,0.85789
