# List of unique stable 3D crystal structures from the COD (free) and ICSD (not free) databases.
# Created by Nicola Marzari’s group involving some cleaning to remove implausible materials.
formula,database,id
C6H8Se,COD,2007762
C6H8Te,COD,7151464
C6H9AgN2,COD,7106178
C6H9AgN2O4,COD,2219641
C6H9AsN2O5,COD,2013059
C6H9AsO6,COD,2101801
C6H9BFN3Si,ICSD,248324
C6H9Br,COD,2010161
C6H9Br2,COD,7150113
C6H9BrN2O6P2,COD,2014334
C6H9BrN4O,COD,2014785
C6H9BrO5,COD,7151180
C6H9CdCl2N3S,COD,2205618
C6H9CeO8,COD,2203769
C6H9Cl2N,COD,2219120
C6H9Cl3N3Nb,COD,2203935
C6H9ClCuO5,COD,2012997
C6H9ClN2,COD,2206089
C6H9ClN2S3,COD,2005657
C6H9ClN4O5,COD,2014786
C6H9ClN6,COD,7105610
C6H9ClNO,COD,2001698
C6H9ClNO4P,COD,2017559
C6H9CoO3S6,COD,2202544
C6H9CrO3S6,COD,2201394
C6H9ErK3O14,ICSD,109872
C6H9F2O3,COD,7203263
C6H9F6NdO9,COD,2211602
C6H9F7N3O3Sb,COD,2013286
C6H9FNO3P,COD,2003651
C6H9FO4,COD,2208540
C6H9FeO3S6,COD,2201225
C6H9INO2,COD,2006497
C6H9IO4,COD,2205353
C6H9K2O10Re3S4,ICSD,168334
C6H9N,COD,4068528
C6H9N11,COD,4001500
C6H9N13,COD,4303064
C6H9N2,COD,7208669
C6H9N2O,COD,2220675
C6H9N2O2,COD,2218460
C6H9N2O3ReS2,ICSD,166943
C6H9N2O4,COD,2200752
C6H9N2O5P,COD,2215688
C6H9N2O6P,COD,2214666
C6H9N3O,COD,4315018
C6H9N3O2,COD,2012721
C6H9N3O2S,COD,2103639
C6H9N3O2Se,COD,2215443
C6H9N3O5,COD,7202475
C6H9N3O5S,COD,2007154
C6H9N3OS,COD,2009952
C6H9N3OS2,COD,2005598
C6H9N3S,COD,7050066
C6H9N4O,COD,2012951
C6H9N4O3,COD,2004187
C6H9N5Pd,COD,8102021
C6H9N7O3,COD,4025879
C6H9NO,COD,7204352
C6H9NO2,COD,2210806
C6H9NO3,COD,2010248
C6H9NO3S,COD,2200291
C6H9NO4,COD,2202043
C6H9NO4S,COD,2225218
C6H9NO5,COD,1100682
C6H9NO5S,COD,2214165
C6H9NO6,COD,2009839
C6H9NO7S,COD,2201232
C6H9NOS,COD,2001463
C6H9NS,COD,4023748
C6H9NS2,COD,2210498
C6H9NSe,COD,4023749
C6H9NSi,COD,2011556
C6H9O,COD,7113040
C6H9O2,COD,1502695
C6H9O2S,COD,2204964
C6H9O7P,COD,2007506
C6HAlCl3NSi2,ICSD,152142
C6HBr5O,COD,2219687
C6HCl3N2O4,COD,2011565
C6HCl4NO2,COD,2010494
C6HCoO6Ru,ICSD,35639
C6HF2,COD,1503249
C6HF5,COD,4116825
C6HF5O,COD,7202685
C6HO6RhRu,ICSD,46028
C6Hg2MnN6S6,ICSD,163025
C6Ho11Ni60,ICSD,656617
C6I17La12,COD,8102905
C6I17Nd12,ICSD,417389
C6I17Pr12,ICSD,401028
C6I2N2S5,COD,2203133
C6IS,COD,9011255
C6K3MnN6,ICSD,24933
C6LaN9,ICSD,391272
C6LiN4,COD,4121261
C6Lu11Ni60,ICSD,618227
C6MgN6Na4S6,ICSD,94401
C6Mn20Mo3,ICSD,618260
C6Mn20W3,ICSD,618279
C6Mn23,ICSD,187034
C6Mn2Tb3,ICSD,73214
C6MnN6NaRb2,ICSD,411121
C6Mo18N4O81,COD,1100990
C6MoO6,ICSD,30809
C6N4O,COD,4026070
C6N6PtZn,COD,4100933
C6N9Nd,ICSD,391269
C6N9Pr,ICSD,391270
C6N9Sm,ICSD,391268
C6Ni2O9P2,ICSD,14337
C6Ni60Tm11,ICSD,656619
C6Ni60Y11,ICSD,656615
C6Ni60Yb11,ICSD,68318
C6O5,COD,7210491
C6O6Os2S,ICSD,201486
C6O6Os2Se,ICSD,62755
C6O6Sc,COD,7104367
C6O6V,ICSD,8067
C6O6W,ICSD,300206
C6Re5Y12,ICSD,658805
C6Yb,ICSD,601565
C70Cl13Ti3,COD,7102001
C70H46Cl4CuN4,COD,2217656
C70H50Ba,COD,4071982
C70H50Yb,COD,4071983
C70H55Bi2O6,COD,7001565
C70H56O5,COD,7204573
C70H60CuN10O10,COD,2210870
C70H64O11,COD,2003446
C70H65Cl3Co3N13,COD,4300215
C70H69B2FeN11,COD,4302839
C70H69Cl2Cu2N11O8,COD,2211608
C70H6OS4,COD,4022638
C70H76Ge,COD,7111434
C70H79O4,COD,4121083
C70H80N14O,COD,4101569
C70H82BaO14,COD,4309267
C70H86N3O6,COD,7100898
C70H88Br4N8O15,COD,4024533
C70H88S3,COD,7202472
C70H90Ge2N4O11W2,COD,7106536
C70H92N6O9,COD,4023566
C70H93O13,COD,4505303
C70H97N9O3,COD,7005880
C70H98O9,COD,7205520
C70H9NOS2,COD,2005525
C71H101NO9,COD,7052202
C71H12F4,COD,7006006
C71H46N4O3,COD,8101045
C71H50Cl4O10,COD,4020765
C71H56Cl6,COD,1506193
C71H62N2,COD,4341568
C71H72Cl2O8,COD,4021903
C71H73GeP4W,COD,4062771
C71H79Cl2N4O10,COD,2003240
C71H89LiN6O9U,COD,2013667
C71H89O31,COD,7221965
C71H90O31,COD,7221966
C71H95Cu3N6,COD,4303076
C71S2Se8,ICSD,418343
C72H100O29V6,COD,7006403
C72H104Mg4O21,COD,4300038
C72H117N3Si4,COD,4022332
C72H148CuN14O12P4,COD,2018086
C72H37Eu9N12O44,COD,7205828
C72H37Gd9N12O44,COD,7205827
C72H40B4N11,COD,4322419
C72H50AlBF20,COD,4062548
C72H58O109,COD,2100741
C72H60AgAs4F6P,COD,2210652
C72H60As4CuF6P,COD,2216949
C72H60Ge5,COD,4078600
C72H60Mo6N2O19P4,COD,2005851
C72H62Cl2HfN4P4,COD,1100176
C72H62Cl2N4P4Zr,COD,1100254
C72H62N4O9Zn2,COD,2230213
C72H66Cl3FeN6S6,COD,2014623
C72H66FeNa3O10,COD,4322501
C72H68Li2O7,COD,4316780
C72H68N4O11,COD,4022561
C72H70Cl6P2Pt,COD,4060549
C72H75Cl3Ge2Sn3,COD,4062842
C72H78Ca4O13,COD,4061811
C72H80N2O4U,COD,4301859
C72H80N4U,COD,4314641
C72H80N8O13,COD,7150989
C72H84Cl3N11Ni4O28,COD,7205974
C72H84Fe2N12O9,COD,2004097
C72H88Mo8N8O21,COD,2209184
C72H95O32,COD,7221963
C72H98BrCu3S2,COD,4301247
C72H98CoS2,COD,4100457
C72H98CrS2,COD,4100455
C72H98MnS2,COD,4100454
C72H98S2Zn,COD,4100456
C73H104N20O20,COD,4020862
C73H106O15,COD,4022187
C73H108O12,COD,2101795
C73H124O31,COD,1516022
C73H126O24,COD,1516021
C73H3F30,COD,2208735
C73H49Mn4O16P4,COD,2012311
C73H50O4,COD,4101334
C73H56Li4N16O6,COD,2208772
C73H58,COD,4114938
C73H60O14,COD,7110153
C73H62Al2Cl10P6,COD,2209946
C73H65Ag2Cl5N4,COD,4024593
C73H66N2,COD,4340475
C73H82S9,COD,1518156
C73H8Br2,COD,2105664
C73S6,COD,4508335
C74H100O9,COD,7113180
C74H104CaO4P2Si4,COD,4322095
C74H104O4P2Si4Sr,COD,4322096
C74H42Ag3Cl3O12,COD,4322497
C74H55AsO9Sn2,COD,2008425
C74H55O9PSn2,COD,2008424
C74H58Cl4N12O7Yb2,COD,2001438
C74H60O6P6Pd,COD,4301488
C74H62Ag2N4O7P2,COD,2005656
C74H66NO8Si6,COD,2102019
C74H68O3P3Rh,COD,4101169
C74H79ClOsP2,COD,4061787
C74H89N6O8,COD,4024956
C74H94O9,COD,7205522
C75H108N12O10,COD,7204057
C75H14S2,COD,4106175
C75H40Cl2O,COD,4023090
C75H55O6,COD,4118619
C75H56O11Ru3,COD,1100879
C75H57ErN10,COD,7014056
C75H57GdN10,COD,7014055
C75H57LaN10,COD,7014053
C75H57N10Nd,COD,7014054
C75H57N10Yb,COD,7014057
C75H61,COD,4108427
C75H62N2,COD,4078089
C75H66NiP6,COD,7101206
C75H84Sn5,COD,4342309
C75H85Ga5Pd2,COD,4300611
C76H103Ge2N,COD,4301669
C76H110N8O5Zn2,COD,4000441
C76H17Co,COD,4117141
C76H38O13,COD,4027930
C76H47N9Ni2,COD,7101479
C76H56Cl3Co3,COD,7015566
C76H62N5O4,COD,2103248
C76H64O4P4Pd,COD,1100409
C76H66Fe6Mn3N2O14,COD,2015756
C76H68B3N3,COD,4100379
C76H68BO2P4Tc,COD,2009495
C76H68BP4Rh,COD,2207852
C76H68Cl6N12Ni3O2,COD,2214913
C76H76Cl8Cu4N12O9,COD,2010957
C77H111Sn2,COD,4321607
C77H116O12Yb2,COD,4309167
C77H143K4N4P4,COD,1100255
C77H18Cl6,COD,4106174
C77H59,COD,4500032
C77H73Sn2,COD,4343093
C77H80B2N6,COD,7151198
C77H81N12Ta2,COD,4313003
C77H85N5O2,COD,7104219
C77H89N10O14,COD,4021454
C78H105N7O4,COD,7003145
C78H10O,COD,4030472
C78H126N6O9V2,COD,4301927
C78H136N2O27,COD,7150435
C78H146Mn5,COD,1515081
C78H56AlBF20,COD,4062547
C78H58CoN10O9,COD,2213554
C78H65Cl2Ni2P4,COD,2016967
C78H66N8O17,COD,7205673
C78H70B2FeN6O6,COD,2213545
C78H70N16O18Zn,COD,2222400
C78H75EuN6O8P2,COD,2207406
C78H75MoN3O3,COD,4303089
C78H82N2O7,COD,2211744
C78H85B2N5U,COD,4101130
C78H88Cl6N18O26Zn3,COD,2016584
C78H90N6NiO8,COD,4101412
C78H96N2O17S3U,COD,2015119
C79Cl9N,COD,1506567
C79H109O2Ti2,COD,4062541
C79H110Ag3N9,COD,4303074
C79H110O7,COD,2010873
C79H122Fe4N6O15,COD,4302174
C79H128Cs4P4,COD,2102018
C79H13N,COD,7110615
C79H71Cl3N8O6,COD,4024827
C79H75Fe2I2N6,COD,4302017
C79H82Cu2N8O,COD,4300156
C79H82N8Ni2O,COD,4300157
C79H83NO10,COD,2203226
C79H84Fe2P4,COD,4062625
C79H86O10Zn3,COD,7003277
C79H98O22,COD,1516053
C7Ag2Cs3N7S7Sr,ICSD,77445
C7Br4O7W2,ICSD,49690
C7Cl6,COD,2001241
C7Cl6O7SnW2,ICSD,79274
C7ClF4,COD,4024046
C7Co3O7S2,ICSD,16897
C7Co3O7Se2,ICSD,79319
C7CrN2O5,ICSD,31791
C7Cs3Cu2N7S7Sr,ICSD,33822
C7Er45Si27,ICSD,617686
C7F2FeO4,ICSD,165304
C7F3,COD,2214398
C7F5N,COD,2002043
C7F5N2S2,COD,7201212
C7F5NSe,ICSD,410718
C7Fe2O7S2,ICSD,201874
C7FeMnO7S,ICSD,200945
C7H10,COD,2005243
C7H10AgClN2O4,COD,2014797
C7H10AgIN2,COD,2017013
C7H10AgN3O3,COD,2016565
C7H10AgN3O4,COD,2204642
C7H10B2O5,COD,2217611
C7H10B5,COD,2001777
C7H10BN,COD,4023158
C7H10BeO10,COD,2015954
C7H10Br3NO2,COD,4024391
C7H10BrN,COD,2011551
C7H10BrN3O2,COD,2008333
C7H10BrNO,COD,2223522
C7H10BrNO3,COD,2224445
C7H10BrNO4S,COD,2223529
C7H10CdN2O5S,COD,2207654
C7H10Cl2NO4P,COD,2213630
C7H10Cl2O3S,COD,2010748
C7H10Cl3NO4,COD,2201882
C7H10Cl3O3,COD,7203265
C7H10ClN,COD,8101714
C7H10ClN2,COD,2001958
C7H10ClN2O2,COD,2206216
C7H10ClN3O2,COD,2015611
C7H10ClN3O4S2,COD,2005163
C7H10ClN3S2,COD,2201920
C7H10ClN5O2,COD,2203956
C7H10ClNO,COD,2223436
C7H10ClNO2,COD,2203751
C7H10ClNO3,COD,2219612
C7H10ClNO4,COD,2007820
C7H10ClNO7,COD,2015588
C7H10CuF6NS2,COD,2101756
C7H10CuN2O6,COD,1100158
C7H10CuN4O6,COD,7015319
C7H10CuO10,COD,2015957
C7H10CuO2,COD,4062217
C7H10F2O2,COD,4022022
C7H10F3O3,COD,7203131
C7H10FNO7P2,COD,2208375
C7H10FO7PS,COD,2010808
C7H10I2N2OSe,COD,2100557
C7H10K2O7,COD,2001503
C7H10KN5O5,COD,2103663
C7H10MoSe2,COD,2006674
C7H10N,COD,2237691
C7H10N12,COD,4327766
C7H10N2,COD,2236814
C7H10N2O,COD,2219279
C7H10N2O2,COD,2201025
C7H10N2O2S,COD,2214976
C7H10N2O3,COD,7101670
C7H10N2O3S,COD,2204912
C7H10N2O4S,COD,2221497
C7H10N2O5,COD,2202665
C7H10N2OS2,COD,2215394
C7H10N2OSe,COD,2100555
C7H10N2S2,COD,2015227
C7H10N3O,COD,2016514
C7H10N3O3S,COD,4000073
C7H10N4O,COD,2010200
C7H10N4O2,COD,4023491
C7H10N4O3,COD,2009961
C7H10N4O5,COD,2004726
C7H10N6O3,COD,2222930
C7H10N6O8,COD,2204925
C7H10N6O8S,COD,2213733
C7H10NNaO5S,COD,2215751
C7H10NO,COD,2205200
C7H10NO2,COD,4022566
C7H10NO3,COD,2000269
C7H10NO3P,COD,2010720
C7H10NO4,COD,2103835
C7H10NO5,COD,2017868
C7H10NO5P,COD,2221258
C7H10NO6P,COD,2213583
C7H10NS,COD,2220965
C7H10O,COD,2005636
C7H10O10,COD,4116465
C7H10O2,COD,2007127
C7H10O2S2,COD,4023890
C7H10O2S5,COD,2211065
C7H10O3,COD,1505398
C7H10O4,COD,2018584
C7H10O4S2,COD,4023133
C7H10O4Sn,COD,8100072
C7H10O5,COD,7218172
C7H10O6,COD,7153863
C7H10O7,COD,2222628
C7H10O8P2,COD,2012865
C7H10OSi,COD,4062610
C7H10S,COD,7151461
C7H10S2,COD,9011246
C7H10SSi,COD,7004197
C7H10Se2,COD,1507430
C7H11,COD,4107261
C7H11B5N,COD,7003377
C7H11Br3N2,COD,2227483
C7H11BrN2,COD,2010573
C7H11BrNO,COD,2217494
C7H11CdNO9,COD,2219673
C7H11Cl2CuN3O4,COD,2001156
C7H11Cl2CuNO5,COD,2214475
C7H11Cl2N3OPt,COD,2009979
C7H11Cl2NPtS,COD,2013764
C7H11ClN2,COD,2000473
C7H11ClN2O2,COD,2003967
C7H11ClN2O4,COD,2207189
C7H11ClNO4P,COD,2200924
C7H11CoNO8,COD,2203093
C7H11CuI2N2,COD,2203066
C7H11CuNO8,COD,2219585
C7H11F5O2,COD,4024853
C7H11FeO3SeSi,ICSD,163059
C7H11KO9S,COD,2213820
C7H11MnNO8,COD,2219702
C7H11Mo2NO6,COD,2007842
C7H11N,COD,1513397
C7H11N2,COD,2006374
C7H11N2O,COD,7201768
C7H11N2O2,COD,2007084
C7H11N2O4P,COD,2212068
C7H11N2O4ReS2,COD,4321790
C7H11N2O7,COD,2015749
C7H11N2S,COD,7205695
C7H11N3O,COD,2207966
C7H11N3O2,COD,4024034
C7H11N3O2S,COD,2220216
C7H11N3O3,COD,2009292
C7H11N3O4,COD,2016275
C7H11N3O5,COD,2006145
C7H11N5O2,COD,2002917
C7H11N5O8,COD,7203888
C7H11N5S3Zn,COD,2217013
C7H11N6O3,COD,2203360
C7H11NNiO8,COD,2214005
C7H11NO2,COD,2210043
C7H11NO2S,COD,2016326
C7H11NO3,COD,2202490
C7H11NO3S,COD,4021914
C7H11NO4,COD,2201181
C7H11NO4S,COD,2009944
C7H11NO5,COD,2211556
C7H11NO6,COD,2201196
C7H11NO8Sr,COD,2217665
C7H11NO9Sn,COD,1100685
C7H11NOS,COD,2004322
C7H11NS,COD,2004816
C7H11O,COD,1100235
C7H11O2,COD,1515610
C7H11O3,COD,2103557
C7H11O3PS4,COD,2205683
C7H12,COD,2227491
C7H12Ag2N4S,COD,2215366
C7H12AsNO5,COD,2004872
C7H12AuClN2,COD,1100863
C7H12AuN3,COD,7013558
C7H12B5,COD,4104085
C7H12BN2,COD,7006873
C7H12BaN3O14,COD,2215220
C7H12Cl3N5,COD,2003422
C7H12Cl3NO2,COD,2200626
C7H12Cl3NO4,COD,2200884
C7H12Cl3NO4S,COD,2201873
C7H12Cl6N2Re,COD,2221021
C7H12Cl6N6O6,COD,2015414
C7H12ClCuN5O5,COD,2009192
C7H12ClCuN5O6,COD,2017149
C7H12ClCuO8,COD,2009416
C7H12ClLiN4O2,COD,2215186
C7H12ClN2O4,COD,2202587
C7H12ClNO,COD,2215139
C7H12ClNO3S,COD,2207858
C7H12ClO6P,COD,2203113
C7H12Cu2N4S3,ICSD,110101
C7H12Cu2N5,COD,4318634
C7H12CuN5O4,COD,2008545
C7H12CuO9,COD,7200447
C7H12F2,COD,7153222
C7H12FN2,COD,4025227
C7H12FeN12O,ICSD,40283
C7H12Ga,COD,4069141
C7H12GaN,COD,7013237
C7H12INO,COD,4020132
C7H12N2,COD,2204363
C7H12N2Nd2O17,COD,2012988
C7H12N2NiO4,COD,2201224
C7H12N2O2,COD,2014246
C7H12N2O3,COD,4023546
C7H12N2O3S,COD,2225307
C7H12N2O5,COD,2216551
C7H12N2O5S2,COD,2203323
C7H12N2O6,COD,2207587
C7H12N2O7,COD,7200948
C7H12N3Na,COD,4305773
C7H12N3O,COD,2209024
C7H12N3O3,COD,7205195
C7H12N3Rb,COD,4303036
C7H12N4O,COD,7200460
C7H12N4O5,COD,7204334
C7H12N4OS,COD,2208698
C7H12N4S2,COD,2003281
C7H12N5S2Zn,COD,2204456
C7H12N6,COD,2010201
C7H12N6O,COD,4304066
C7H12N6O3,COD,2202747
C7H12N6O5,COD,2013794
C7H12N6S,COD,7051698
C7H12N8O12SU,ICSD,250385
C7H12N8S2,COD,8101834
C7H12NO,COD,4061769
C7H12NO2,COD,2014119
C7H12NO4,COD,2100914
C7H12NO5,COD,2103132
C7H12NO5P,COD,2003443
C7H12NO8S,COD,2230206
C7H12NS,COD,2004066
C7H12O,COD,2009218
C7H12O10SZn,COD,2204161
C7H12O2,COD,1503823
C7H12O2S2,COD,2007472
C7H12O3,COD,2215910
C7H12O4,COD,7152404
C7H12O5,COD,2004900
C7H12O6,COD,2212288
C7H12O7,COD,2009747
C7H12Si,COD,7213115
C7H13BF3N,COD,2016902
C7H13Br3OTe,COD,2007926
C7H13BrN2O2,COD,2206442
C7H13Cl2N3O2,COD,2004610
C7H13ClN2O,COD,2100913
C7H13ClN2O3S,COD,2222858
C7H13ClN4,COD,4024056
C7H13ClN6O,COD,2204791
C7H13CoNO9,COD,4300418
C7H13CuN2O9,COD,2209823
C7H13F3P,COD,7000075
C7H13F6N4P,COD,4024055
C7H13FeNO9,COD,2217570
C7H13IO5,COD,2226584
C7H13InO2,COD,7204140
C7H13MgNO9,COD,2213506
C7H13N2,COD,4021940
C7H13N2O,COD,2209717
C7H13N2O5,COD,2211062
C7H13N3,COD,4307284
C7H13N3O,COD,2009613
C7H13N3O3,COD,2003186
C7H13N3O6,COD,2227872
C7H13N4O,COD,2013281
C7H13N5,COD,2013102
C7H13N5O3,COD,2017407
C7H13N5O6,COD,2006266
C7H13N7O13U,ICSD,109696
C7H13NNiO9,COD,2216336
C7H13NO,COD,2017381
C7H13NO2,COD,2219733
C7H13NO2S,COD,4020373
C7H13NO2Zn,COD,4300958
C7H13NO3,COD,2214633
C7H13NO4,COD,2202036
C7H13NO5,COD,2103126
C7H13NO6,COD,2202327
C7H13NO8,COD,2011779
C7H13NOS,COD,2103732
C7H13NS2,COD,2004199
C7H13O,COD,2216689
C7H13O3,COD,4027033
C7H13OSi2,COD,4021155
C7H13Si,COD,2206136
C7H13Si2,COD,2237461
C7H14AlO2,COD,4060159
C7H14BClF4N2,COD,2001861
C7H14BNO2,COD,2200520
C7H14Br,COD,2202134
C7H14BrN3,COD,7202373
C7H14Cl2PdS3,COD,2004739
C7H14ClN2O2P,COD,2005357
C7H14ClN3,COD,7202372
C7H14ClN3O4,COD,2004072
C7H14ClNO,COD,2218218
C7H14ClNO2,COD,2220699
C7H14ClNO3,COD,2216707
C7H14ClNS2Sn,COD,2006519
C7H14CuN4S2,COD,2212514
C7H14CuO10,COD,7200450
C7H14CuO12,COD,2008130
C7H14F6N6O7,COD,2015413
C7H14IN5S2,COD,2104219
C7H14INS2Se,COD,2008786
C7H14INaO6,COD,2011864
C7H14KNO9P2,COD,2014351
C7H14Li2O10,COD,2000676
C7H14LiN5O7,COD,2103661
C7H14Mn2MoN7O9,ICSD,86685
C7H14MnO12,COD,2015956
C7H14N2,COD,2219217
C7H14N2NiP2,COD,2003792
C7H14N2O,COD,7106072
C7H14N2O3,COD,2015750
C7H14N2O4,COD,2203711
C7H14N2O6,COD,2008038
C7H14N2S,COD,7204519
C7H14N4,COD,2227357
C7H14N4NiS2,COD,2211449
C7H14N4O2,COD,2000558
C7H14N4O3,COD,2219137
C7H14N4O5S,COD,2203471
C7H14N6,COD,2222255
C7H14N6O,COD,2219441
C7H14N6O2,COD,4021468
C7H14N6O5,COD,2013370
C7H14NNaO9P2,COD,2013166
C7H14NNiO7,COD,2215448
C7H14NO2PS,COD,2212673
C7H14NO2S,COD,2204353
C7H14NO4,COD,2203771
C7H14NO4S,COD,2000763
C7H14NS2,COD,2008430
C7H14NiO10,COD,7200449
C7H14O,COD,7050154
C7H14O2,COD,2215619
C7H14O2Zn,COD,4000444
C7H14O5,COD,2005923
C7H14O5S2,COD,2202957
C7H14O6,COD,4121999
C7H14O6P2,COD,2011076
C7H14OS2,COD,2203243
C7H14OZn,COD,4000431
C7H14S,COD,2010349
C7H14Si,COD,7117822
C7H14Si2,COD,7213117
C7H15B10N,COD,7012312
C7H15B5,COD,4101291
C7H15B9INS,ICSD,184756
C7H15Br2NOSn,COD,2010666
C7H15BrN2O,COD,2206025
C7H15Cl2N2O2P,COD,2005356
C7H15ClN,COD,2224759
C7H15CoN6O,COD,2211903
C7H15FN4O4,COD,2006186
C7H15INO2,COD,2101433
C7H15N2O3,COD,2104271
C7H15N2O5,COD,2209509
C7H15N2S,COD,2206536
C7H15N3O5,COD,2004244
C7H15N3O6,COD,2016490
C7H15N5NiS2,COD,2006997
C7H15N5O4,COD,2008896
C7H15N7,COD,1508427
C7H15NNiO10,COD,2202401
C7H15NO,COD,2226415
C7H15NO2,COD,2213171
C7H15NO3,COD,5000282
C7H15NO4,COD,2215204
C7H15NO4S,COD,2206999
C7H15NO7,COD,2012458
C7H15NO8P2,COD,2221699
C7H15NOS,COD,2219502
C7H15NS2Zn,COD,2005251
C7H15O,COD,2009043
C7H16AlN,COD,2010530
C7H16B10Co,COD,7105659
C7H16B11N,COD,7003378
C7H16B9Co,COD,7202906
C7H16B9N,COD,7003381
C7H16BN,COD,7005374
C7H16BrNO2,COD,2101969
C7H16ClN3SSn,COD,2207261
C7H16ClN5O4,COD,2010243
C7H16ClNO2,COD,2101428
C7H16ClNO4,COD,2010837
C7H16CoN7S3,COD,2003985
C7H16CuN2O6,COD,2217451
C7H16CuN3,COD,4302233
C7H16N2,COD,7029183
C7H16N2O,COD,1100996
C7H16N2O4,COD,2101303
C7H16N2O9,COD,2007674
C7H16N2S,COD,2004086
C7H16N2Zn,COD,4306643
C7H16N3,COD,2226299
C7H16N4O2,COD,1100994
C7H16N6O3,COD,2211353
C7H16N6O5,COD,2012497
C7H16NPSi,COD,1100936
C7H16NiO13,COD,2215926
C7H16O,COD,2208968
C7H16O2,COD,1520406
C7H16O5P2,COD,2007704
C7H16O6,COD,2214793
C7H16O6V,ICSD,163031
C7H16O7,COD,2000286
C7H16OZn,COD,4000427
C7H17AlClN,COD,2204267
C7H17B10,COD,4078124
C7H17B10Co,COD,7100852
C7H17B10N,COD,7003382
C7H17Br2CuN3,COD,4322065
C7H17INO3P,COD,2003864
C7H17LiOP2,COD,4062043
C7H17N,COD,7214424
C7H17N2O5P,COD,2103860
C7H17N3O10Zn,COD,2225113
C7H17N3P,COD,2102651
C7H17N6O5,COD,4304068
C7H17NNiO11,COD,2208601
C7H17NO3S,COD,2211407
C7H17NO7S,COD,2005128
C7H17NO8,COD,2217521
C7H17NaO10,COD,2011680
C7H18CdCl4N3,COD,2004844
C7H18Cl2N4ORu,COD,2216538
C7H18Cl4N2OZn,COD,2221143
C7H18Cl7Cu3N,COD,2100919
C7H18CoHg2N13S7,ICSD,158113
C7H18CsGa2N,ICSD,408954
C7H18F3O3P3S,COD,2015846
C7H18INO2,COD,2213626
C7H18Mo4N2O15,COD,2207542
C7H18N10,COD,7102056
C7H18N10O6,COD,2226840
C7H18N2,COD,2006727
C7H18N2O9P2,COD,2014350
C7H18N2Si2,ICSD,400585
C7H18N3O8,COD,2007373
C7H18N8O12U,ICSD,98743
C7H18NO7P,COD,2003220
C7H18NPZn,COD,1100465
C7H18O3PSi,COD,2015818
C7H19B5P,COD,2003854
C7H19B8N,COD,7008216
C7H19Br2InSi2,ICSD,163067
C7H19Cl2CuN3,COD,2007913
C7H19Cl2IrOP2,COD,2203181
C7H19Cl2NO,COD,2209575
C7H19CoN12,COD,2011500
C7H19GaN2,COD,4319185
C7H19MoN7Na5O10,ICSD,200038
C7H19N3O6,COD,2203497
C7H19N4NiO5,COD,2000424
C7H19N6O6,COD,4304067
C7H20B10,COD,4330388
C7H20BNOSi,COD,2007818
C7H20BNSi,COD,2213405
C7H20Br3N3O,COD,2201629
C7H20ClMoNO6,ICSD,250571
C7H20INSn,COD,2004043
C7H20N3O8,COD,2007372
C7H20NO4P,COD,2101827
C7H20Si3,COD,4105210
C7H21AsSi2Zn,ICSD,150977
C7H21B10N,COD,4315442
C7H21Cl3N4,COD,2220395
C7H21Cl6N3Te,ICSD,110480
C7H21Cl7N4V,ICSD,110496
C7H21ClInNSn2,COD,1100413
C7H21ClNiP2,ICSD,249696
C7H21FeNS3,ICSD,170838
C7H21MnNS3,ICSD,110765
C7H21N3O8S3,ICSD,171648
C7H21Si4,COD,4100951
C7H22Cl2N4NiO,COD,2202654
C7H22Cl2N8O2,COD,2005704
C7H22ClCoN4O4,COD,2009279
C7H22N2O17S3U2,COD,2205679
C7H23N5O7P2,COD,2017160
C7H24B8PPt,ICSD,169318
C7H24B8PRh,ICSD,169319
C7H24Cl4N4O12,COD,2017211
C7H24MnNO22V5,COD,2016947
C7H24O7Sb2,ICSD,407776
C7H26B18CoNO2,COD,2009460
C7H27B8N,COD,7005211
C7H2Br2ClN,COD,2205849
C7H2Br2FN,COD,2201006
C7H2Br3NO,COD,2209903
C7H2Br5,COD,2212056
C7H2BrCl2N,COD,2005909
C7H2Cl2NNaO6,COD,2008610
C7H2Cl2NO2,COD,2214232
C7H2Cl3N,COD,2011396
C7H2F3N,COD,2016829
C7H2F5NO,COD,2202545
C7H2N2O6,COD,2225786
C7H2N3S2,COD,7051608
C7H2N4O4,COD,7205532
C7H2NO4Pb,COD,2017502
C7H2O3,COD,2006823
C7H2S6,COD,7218742
C7H31B16ClN2Se3,ICSD,110532
C7H31B8IrOP2,COD,2011686
C7H3AgF6N3,COD,1100694
C7H3AgN2O6,COD,2005592
C7H3Br2N,COD,2102126
C7H3Br2NO,COD,2100369
C7H3BrF3NO2,COD,2216042
C7H3BrN4,COD,7151700
C7H3BrO,COD,7200968
C7H3Cl2FO2,COD,2215966
C7H3Cl2N,COD,2102125
C7H3Cl2NO,COD,2100366
C7H3Cl2NO4,COD,2217700
C7H3Cl3N,COD,2225140
C7H3Cl3O2,COD,2005177
C7H3ClN2O2,COD,2101479
C7H3ClN2O6,COD,2212836
C7H3ClN4,COD,2221229
C7H3CuF6N3,COD,1100693
C7H3F2N,COD,2201333
C7H3F3NO2S,COD,2102157
C7H3F3O2,COD,2229137
C7H3FIN,COD,2200516
C7H3I2NO,COD,2100372
C7H3I3O2,COD,2201260
C7H3IN4,COD,4024218
C7H3KN2O6,COD,2208249
C7H3N,COD,4103538
