# List of unique stable 3D crystal structures from the COD (free) and ICSD (not free) databases.
# Created by Nicola Marzari’s group involving some cleaning to remove implausible materials.
formula,database,id
C13H11N5OS,COD,2209386
C13H11N6O6S,COD,2010079
C13H11NO,COD,2215848
C13H11NO2,COD,4025178
C13H11NO2Pd,COD,2217524
C13H11NO3,COD,2226647
C13H11NO3S,COD,2006325
C13H11NO4,COD,7100476
C13H11NO4S,COD,4022238
C13H11NO5,COD,2016992
C13H11NO5S,COD,2204906
C13H11NO6,COD,2201869
C13H11NO6S,COD,2208088
C13H11NO8S,COD,2218759
C13H11NS2,COD,2010615
C13H11NaO,COD,7006606
C13H11O,COD,7201005
C13H11O2,COD,1515950
C13H11O3,COD,2017087
C13H11O5,COD,2210663
C13H11OP,COD,2212537
C13H11S,COD,2211459
C13H11V,COD,4308530
C13H12,COD,1508841
C13H12As,COD,2200469
C13H12AsS,COD,2203814
C13H12BF4N,COD,2201083
C13H12BrN3O2,COD,2102981
C13H12BrN3O4,COD,2221842
C13H12BrN5O2,COD,2215060
C13H12BrNO4,COD,2223533
C13H12CdN5O7,COD,2219049
C13H12Cl2FeN3O3,COD,2010546
C13H12Cl2N4OS,COD,2211322
C13H12Cl2O5,COD,2219465
C13H12Cl3GaP,COD,2213995
C13H12Cl4N5OP3,COD,2014216
C13H12ClCuN9S,COD,2223947
C13H12ClHgN3O3,COD,2222452
C13H12ClN2OS,COD,2206033
C13H12ClN3O2,COD,2008503
C13H12ClN3O3,COD,2215236
C13H12ClN3O4,COD,2215894
C13H12ClN5,COD,2227365
C13H12ClNO,COD,2013497
C13H12ClNO2S,COD,2221058
C13H12ClNO4,COD,2213029
C13H12ClNOS2,COD,2011304
C13H12CoN4O6S,COD,2222096
C13H12CrO2P,COD,4061924
C13H12CrO5,COD,2225045
C13H12CuN2O6,COD,2211125
C13H12CuN3O7,COD,2207617
C13H12CuN5O2S,COD,2012585
C13H12CuN8,COD,7050073
C13H12F2N4OS,COD,2208201
C13H12F2N4S,COD,2207951
C13H12F3N5,COD,7204471
C13H12F3N5O2,COD,2207816
C13H12F3NO2,COD,2001074
C13H12F4Mo,COD,7001455
C13H12F6I4N,COD,1100544
C13H12FN3,COD,2014940
C13H12FN3O2,COD,2211499
C13H12FN4O5,COD,2209135
C13H12FN5O3,COD,2210116
C13H12Fe,COD,2015499
C13H12FeO,COD,2204120
C13H12FeO3,COD,2012495
C13H12Ge,COD,4077812
C13H12INO2S,COD,2102904
C13H12INO3S,COD,2102905
C13H12INO5S,COD,2220823
C13H12IrNOS,COD,2004470
C13H12MnN8,COD,4313699
C13H12MnNO2,COD,2000816
C13H12MoOS,COD,2218080
C13H12N,COD,7050241
C13H12N2,COD,2006593
C13H12N2O,COD,7200784
C13H12N2O2,COD,2225038
C13H12N2O2S,COD,2218937
C13H12N2O3,COD,2014903
C13H12N2O3S,COD,2209072
C13H12N2O4,COD,4023651
C13H12N2O4S,COD,2217687
C13H12N2O4S2,COD,2220402
C13H12N2O5S,COD,2003294
C13H12N2O6,COD,2229943
C13H12N2OS,COD,2214028
C13H12N2OS2,COD,2218415
C13H12N2S,COD,2004087
C13H12N3O2,COD,2200572
C13H12N3O3S,COD,2016616
C13H12N3O4,COD,2229034
C13H12N3O5,COD,4021728
C13H12N4,COD,1504253
C13H12N4O,COD,2217078
C13H12N4O2,COD,2213479
C13H12N4O2S2,COD,2216585
C13H12N4O3,COD,2226282
C13H12N4O3S3,COD,2216058
C13H12N4O4,COD,2015763
C13H12N4O6,COD,2225386
C13H12N4O7,COD,2226899
C13H12N4O9,COD,2229341
C13H12N4O9S,COD,2200645
C13H12N4OS,COD,2224637
C13H12N4OS2,COD,2216507
C13H12N4S,COD,4313504
C13H12N6,COD,7152572
C13H12N6O5Zn2,COD,7205843
C13H12NNiS11,COD,2215845
C13H12NO,COD,2224447
C13H12NO2,COD,2215950
C13H12NO3,COD,2017174
C13H12NO4,COD,2010013
C13H12NO5,COD,2004996
C13H12NO6Zn,COD,2210213
C13H12NS,COD,7000927
C13H12O,COD,4502148
C13H12O2,COD,7105906
C13H12O2S,COD,2007226
C13H12O2S2,COD,2013327
C13H12O2V,COD,1100431
C13H12O3,COD,2205026
C13H12O3S,COD,2205254
C13H12O4,COD,2228201
C13H12O4S,COD,2010175
C13H12O4S2,COD,2003742
C13H12O5,COD,2008520
C13H12O6,COD,2220866
C13H12OSi,COD,2223216
C13H12P,COD,8100844
C13H12PSe,COD,2219952
C13H12S,COD,4002206
C13H12S2,COD,4505215
C13H12Si,COD,4077811
C13H13AgN4O3S,COD,2215133
C13H13Br,COD,2234345
C13H13Br2NO,COD,4022041
C13H13Br2O3,COD,2227462
C13H13Br3O3,COD,2006896
C13H13BrCl2O2,COD,2009515
C13H13BrClN3O2,COD,2209219
C13H13BrN2O,COD,2209236
C13H13BrN2O4S,COD,2219578
C13H13BrN4OS,COD,2208590
C13H13BrO,COD,8102598
C13H13BrO2,COD,4021327
C13H13BrO3,COD,4021798
C13H13BrO4S,COD,2215281
C13H13CdNO6,COD,2210185
C13H13Cl2NO,COD,2217460
C13H13Cl2O2,COD,4022887
C13H13Cl3N2O5Ru,COD,4322098
C13H13Cl4N2OSb,COD,2214849
C13H13Cl5O4,COD,2201062
C13H13ClMnN2O4,COD,2205787
C13H13ClN2,COD,4023522
C13H13ClN2O,COD,2220140
C13H13ClN2O4S,COD,2006692
C13H13ClN2OS,COD,2221088
C13H13ClN4O,COD,2104193
C13H13ClN4O2,COD,2013459
C13H13ClN4O6,COD,2204290
C13H13ClO2,COD,2009904
C13H13ClO3,COD,2229088
C13H13ClO4S,COD,2214950
C13H13ClO5S3,COD,2007244
C13H13ClO6S,COD,2214973
C13H13Co,COD,2007533
C13H13CoN3O7,COD,2212821
C13H13CoO7,COD,7050976
C13H13CuN2O4,COD,2007018
C13H13CuN2O5,COD,2007044
C13H13CuN3O3,COD,2007092
C13H13CuN5O6,COD,2215134
C13H13ErN2,COD,4307184
C13H13F2IO3,COD,2012017
C13H13F2NO2,COD,4024522
C13H13FN4S,COD,2207762
C13H13FO3,COD,2222416
C13H13FO4,COD,4025403
C13H13FO4S,COD,2222670
C13H13Ga,COD,4070825
C13H13Ge,COD,4069117
C13H13IN2,COD,2219044
C13H13IN2O5,COD,2017025
C13H13IO3,COD,4021459
C13H13IO4S,COD,2215405
C13H13N,COD,1506312
C13H13N2,COD,2231233
C13H13N2O,COD,7012096
C13H13N2O2,COD,2226621
C13H13N2O3,COD,4021724
C13H13N2O5,COD,2215940
C13H13N2O7,COD,4022849
C13H13N2Yb,COD,4307180
C13H13N3,COD,7019789
C13H13N3O,COD,2013246
C13H13N3O2,COD,7150130
C13H13N3O3,COD,2016115
C13H13N3O4,COD,2227471
C13H13N3O4S,COD,2003433
C13H13N3O5,COD,2208066
C13H13N3O6,COD,2008797
C13H13N3O6S2,COD,2219548
C13H13N3OS,COD,2010780
C13H13N5,COD,4505261
C13H13N5O,COD,2101418
C13H13N5O6,COD,8102723
C13H13N5O7,COD,2202458
C13H13N5S,COD,4306501
C13H13N5S2,COD,2213289
C13H13N6O8,COD,2003537
C13H13NO,COD,2216316
C13H13NO2,COD,7204992
C13H13NO2S,COD,2218284
C13H13NO3,COD,2017515
C13H13NO3S,COD,2214263
C13H13NO4,COD,2228449
C13H13NO4S,COD,2222828
C13H13NO4S2,COD,2015459
C13H13NO5,COD,7200566
C13H13NO5Pb,COD,2215696
C13H13NO5Pd,COD,4061198
C13H13NO5S,COD,2224320
C13H13NO6S,COD,2217797
C13H13NOS,COD,1100264
C13H13NS,COD,2220566
C13H13NS2,COD,7200794
C13H13O,COD,4508408
C13H13O2,COD,4026084
C13H13O2P,COD,2230196
C13H13O2S,COD,2010236
C13H13O3,COD,4103858
C13H13O4,COD,1508229
C13H13O5,COD,1506096
C13H13O8V,COD,2014403
C13H13OP,COD,2201020
C13H13S,COD,7103003
C13H13S2,COD,2239009
C13H13Si,COD,4124307
C13H14,COD,4022593
C13H14AgClN2O4,COD,2100106
C13H14B5,COD,7109847
C13H14BN3O,COD,2013645
C13H14BNO,COD,2200738
C13H14BNO2,COD,2009098
C13H14BP,COD,4310519
C13H14Br2,COD,4026585
C13H14Br2O,COD,4020086
C13H14Br2Ti,COD,2215991
C13H14BrCuN3O6,COD,2205160
C13H14BrN,COD,2212019
C13H14BrN3O6Zn,COD,2207630
C13H14BrNO,COD,2016287
C13H14BrNO7S,COD,2014627
C13H14Cl2CoN2,COD,2218875
C13H14Cl2CuN3,COD,2200993
C13H14Cl2F6N3P,COD,2224339
C13H14Cl2N2Ni,COD,2218677
C13H14Cl2N2O,COD,2100869
C13H14Cl2N2O2Pd,COD,2201502
C13H14Cl2N2Pb,COD,2223515
C13H14Cl2N2PtS,COD,2219333
C13H14Cl2N2Zn,COD,2014029
C13H14Cl2O2S,COD,2201555
C13H14Cl5N3Zn,COD,2216148
C13H14ClCuN2,COD,2204064
C13H14ClCuN3,COD,2016800
C13H14ClN,COD,2001246
C13H14ClN2O,COD,2008085
C13H14ClN2O2,COD,2203322
C13H14ClN3O3,COD,2008084
C13H14ClN3S,COD,2200116
C13H14ClN5,COD,2224665
C13H14ClN5O,COD,2206523
C13H14ClN5O2,COD,2209757
C13H14ClN7,COD,2210856
C13H14ClNO2,COD,2223421
C13H14ClNO2S2,COD,2204955
C13H14ClNO5,COD,2015980
C13H14ClNS,COD,4023877
C13H14ClO8P,COD,2006605
C13H14ClRe,COD,7009106
C13H14Co,COD,4070677
C13H14CoN4O7S,COD,2222815
C13H14CrO2,COD,4062529
C13H14Cu2I2N2S,COD,1100697
C13H14CuIN4S,COD,2219947
C13H14CuN2O6,COD,2005929
C13H14CuN4O3S,COD,2210022
C13H14CuN4O5,COD,2007191
C13H14CuN4O7,COD,2223879
C13H14F2Ti,COD,2206188
C13H14F3NO2,COD,4020041
C13H14F3O2,COD,4000087
C13H14FNO7S,COD,2014625
C13H14Fe,COD,2005663
C13H14MnN2O6,COD,2013373
C13H14MnN4O10,COD,2230168
C13H14N,COD,2241138
C13H14N2,COD,1503565
C13H14N2O,COD,2226832
C13H14N2O2,COD,7052499
C13H14N2O2S,COD,4023879
C13H14N2O3,COD,4021107
C13H14N2O3S,COD,2005000
C13H14N2O4,COD,2008796
C13H14N2O4S,COD,2211070
C13H14N2O5,COD,7150896
C13H14N2O6,COD,2202930
C13H14N2O6S,COD,2015094
C13H14N2O7,COD,2205845
C13H14N2OS,COD,2205692
C13H14N2OS2,COD,2016979
C13H14N2S3,COD,2016980
C13H14N3,COD,2203219
C13H14N3O,COD,2221230
C13H14N3O2,COD,8102159
C13H14N3O2S2,COD,2005297
C13H14N3O3,COD,7100881
C13H14N3O4P,COD,2016670
C13H14N3O4S2,COD,2218403
C13H14N4,COD,7101774
C13H14N4NiO7S,COD,2220509
C13H14N4NiOS,COD,2203075
C13H14N4O,COD,2200313
C13H14N4O2,COD,2216257
C13H14N4O2S,COD,2218129
C13H14N4O3,COD,2001802
C13H14N4O3S,COD,2210618
C13H14N4O5,COD,2202495
C13H14N4OS,COD,2207292
C13H14N4S,COD,2201222
C13H14N6O2,COD,2006641
C13H14N6O4,COD,2004089
C13H14NO,COD,1100379
C13H14NO3,COD,2210867
C13H14NO5,COD,2004436
C13H14NO5S,COD,2012976
C13H14Ni,COD,4121669
C13H14O,COD,2224647
C13H14O2,COD,4122803
C13H14O2Pd,COD,4062001
C13H14O3,COD,1515180
C13H14O3S,COD,4024553
C13H14O4,COD,8102250
C13H14O4S,COD,2219238
C13H14O5,COD,1505675
C13H14O5SSe,COD,2102201
C13H14O6,COD,2211349
C13H14O7,COD,2206248
C13H14OS,COD,2215126
C13H14OS3,COD,2000500
C13H14OSe,COD,4100588
C13H14Si,COD,7026866
C13H14Ta,COD,4304127
C13H14Zr,COD,4001659
C13H15,COD,1506515
C13H15AlN2,COD,7010836
C13H15B5P,COD,2208116
C13H15BF2N2,COD,2219210
C13H15Br,COD,7154421
C13H15BrO,COD,4021982
C13H15BrO4,COD,2218749
C13H15Cl,COD,7154422
C13H15Cl2N3,COD,2221373
C13H15Cl2N3O10,COD,2006019
C13H15Cl2N3Zn,COD,7015193
C13H15Cl2NO,COD,2218142
C13H15Cl3N4O6,COD,2216996
C13H15Cl4NO4,COD,2220264
C13H15ClN2,COD,7200868
C13H15ClN2O2S,COD,2004315
C13H15ClN2O3,COD,2208978
C13H15ClN2O4,COD,2206922
C13H15ClN2Pd,COD,2013047
C13H15ClN2S,COD,2225154
C13H15ClN4O3,COD,4021700
C13H15ClN4O4S2,COD,2206455
C13H15ClNP,COD,2222378
C13H15ClO,COD,2214667
C13H15ClO2,COD,4023221
C13H15ClO3,COD,4020780
C13H15CoN2O6P,COD,2216107
C13H15CoN2O7,COD,4302797
C13H15CoS5,COD,2006448
C13H15CrNO3,COD,2205644
C13H15CuN3O6,COD,2015701
C13H15CuNO4,COD,2204654
C13H15F3N2O4S,COD,2012067
C13H15F6N2P,COD,2224872
C13H15FeN3S,COD,2009213
C13H15I,COD,7154420
C13H15I4NO,COD,2219802
C13H15IN2S,COD,2215124
C13H15IN4O,COD,2007838
C13H15IO3,COD,1100378
C13H15IO4,COD,2200054
C13H15Ir,COD,2238663
C13H15IrO,COD,4062304
C13H15MnN2O6P,COD,2217232
C13H15N,COD,8101826
C13H15N2,COD,2229828
C13H15N2NiO8,COD,2219823
C13H15N2O,COD,2217489
C13H15N2O2,COD,7050805
C13H15N2O3,COD,2211931
C13H15N2O4PS,COD,2203738
C13H15N2O5PS,COD,2008804
C13H15N2O6PZn,COD,2212414
C13H15N3,COD,7150196
C13H15N3NiO6,COD,2223826
C13H15N3O,COD,2013484
C13H15N3O2,COD,2208045
C13H15N3O2S,COD,2210370
C13H15N3O3,COD,2209506
C13H15N3O3S,COD,2219788
C13H15N3O4,COD,2013086
C13H15N3O5,COD,2216289
C13H15N3O5S,COD,2012859
C13H15N3O6,COD,2013227
C13H15N3O6Zn,COD,2203871
C13H15N3O7,COD,2010852
C13H15N3O8,COD,2004280
C13H15N3O8S,COD,2213888
C13H15N4O,COD,7050307
C13H15N5,COD,4311412
C13H15N5O,COD,7051701
C13H15N5O2S,COD,2225309
C13H15N5O5,COD,2012581
C13H15N5O7,COD,2225907
C13H15N5S,COD,7051699
C13H15N7OS,COD,2207784
C13H15NO,COD,2218342
C13H15NO2,COD,2219778
C13H15NO2S,COD,2011996
C13H15NO2S2,COD,2205180
C13H15NO3,COD,2010913
C13H15NO3S,COD,2201447
C13H15NO3S2,COD,4023136
C13H15NO4,COD,4020547
C13H15NO4S,COD,2012368
C13H15NO4S3,COD,2213868
C13H15NO4Zn,COD,2221841
C13H15NO5,COD,2015979
C13H15NO5S,COD,2009869
C13H15NO6,COD,2207197
C13H15NO7,COD,2015702
C13H15NOS,COD,2201987
C13H15NOS2,COD,2223204
C13H15NS,COD,4023874
C13H15O,COD,4316257
C13H15O2,COD,4024789
C13H15O2P,COD,4020755
C13H15O3,COD,4024649
C13H15O5,COD,2207036
C13H15O8P,COD,2007740
C13H15PSe3,COD,7010323
C13H15Ru,COD,4065336
C13H16,COD,4115265
C13H16BN2,COD,7000553
C13H16Br,COD,1506867
C13H16Br2N4O6,COD,2211194
C13H16Br2O4,COD,2003632
C13H16BrN,COD,2210031
C13H16Cl2CuN2O2,COD,2222927
C13H16Cl2N3O8,COD,2202144
C13H16Cl2N4O4S,COD,2206558
C13H16Cl3InN2O,COD,2219881
C13H16Cl3N3O6,COD,2010224
C13H16Cl3NO7,COD,4022257
C13H16Cl4N2Ni,COD,2224112
C13H16ClCuN3O3,COD,2008590
C13H16ClCuN3O7,COD,2220644
C13H16ClN,COD,2223961
C13H16ClN3O2S,COD,2014721
C13H16ClN5O,COD,2214592
C13H16ClN5O6,COD,4021253
C13H16ClNO,COD,2222099
C13H16ClNO3,COD,2209545
C13H16ClNOS,COD,2002052
C13H16CoN6O5,COD,2202755
C13H16CoS2,COD,4303970
C13H16CrO3Si,COD,2212960
C13H16CuN2O4,COD,2221632
C13H16F2N2O2,COD,4024752
C13H16F3NO5,COD,4024566
C13H16F6N3OP,COD,2217993
C13H16FN3O7,COD,1101099
C13H16FNO,COD,2219934
C13H16FS,COD,4000647
C13H16I2O3,COD,8101646
C13H16IN,COD,2211248
C13H16N,COD,2218065
C13H16N2,COD,4102496
C13H16N2O,COD,2003468
C13H16N2O2,COD,2218144
C13H16N2O2S,COD,2219130
C13H16N2O2S2,COD,2222243
C13H16N2O3,COD,2207692
C13H16N2O3S,COD,2205986
C13H16N2O4,COD,2201952
C13H16N2O5,COD,2217934
C13H16N2O5S,COD,2003612
C13H16N2O6,COD,8100120
C13H16N2O6P2,COD,2206792
C13H16N2O6S,COD,2011599
C13H16N2O7,COD,2211851
C13H16N2O8,COD,2003549
C13H16N2OS,COD,2216885
C13H16N2OSi,COD,4024836
C13H16N2S,COD,2229413
C13H16N3,COD,4500561
C13H16N3O2,COD,7204419
C13H16N3O3S,COD,4000075
C13H16N3O4P,COD,2008684
C13H16N3O5V,COD,2207185
C13H16N4,COD,2232612
C13H16N4O2,COD,7005618
C13H16N4O2S2,COD,2210986
C13H16N4O3,COD,2008144
C13H16N4O3S,COD,2003785
C13H16N4O4,COD,2216944
C13H16N4O4S,COD,2207450
C13H16N4O4S2,COD,2005489
C13H16N4O5,COD,2006934
C13H16N4O6,COD,2006546
C13H16N4O7,COD,2015962
C13H16N4O8,COD,2017888
C13H16N4OS,COD,2009248
C13H16N5O2,COD,4021251
C13H16N6NiO5,COD,2205992
C13H16N6O,COD,7151096
C13H16NO2,COD,7203204
C13H16NO3,COD,2010170
C13H16NO4,COD,2205342
C13H16NO5,COD,2203137
C13H16NO5P,COD,2012146
C13H16NORh,COD,2208190
C13H16O,COD,4028974
C13H16O2,COD,4507194
C13H16O2S,COD,4021895
C13H16O2Si,COD,2218395
C13H16O3,COD,2218866
C13H16O3S,COD,4025625
C13H16O3Si,COD,4022753
C13H16O4,COD,2210450
C13H16O4S2,COD,7203938
C13H16O5,COD,4026715
C13H16O6,COD,1516235
C13H16Ru,COD,7205560
C13H16S5,COD,7150069
C13H16Si,COD,2004949
C13H17,COD,2001732
C13H17BN4Tl,COD,4061137
C13H17BO3,COD,2228507
C13H17Br2CuN5O,COD,2214938
C13H17Br2N5NiO,COD,2214937
C13H17Br2Ru,COD,2009347
C13H17BrN,COD,2224575
C13H17BrN2O,COD,2004176
C13H17BrO,COD,2204868
C13H17BrO2,COD,2200678
C13H17BrO5S,COD,2003628
C13H17Cl2CuN5O,COD,2208130
C13H17Cl2N5NiO,COD,2208439
C13H17Cl2N5OZn,COD,2210265
C13H17Cl2NO,COD,2218883
C13H17Cl3CuN2O,COD,2213214
C13H17Cl3N3ORh,COD,2202641
C13H17ClN2O,COD,2007119
C13H17ClN3O2,COD,2209490
C13H17ClN4O,COD,2213776
C13H17ClN4O3,COD,2204926
C13H17Cu2N11O3,COD,4302213
C13H17CuN3O5,COD,2005870
C13H17CuN4O7,COD,2000519
C13H17F3O2,COD,7151582
C13H17FO2,COD,4020078
C13H17FO3S,COD,2004193
C13H17InN2O11,COD,2015251
C13H17MoO4Si,COD,2007433
C13H17N,COD,7201122
C13H17N2,COD,7203738
C13H17N2O2,COD,4302365
C13H17N2O2S,COD,2222997
C13H17N2OP,COD,4022026
C13H17N3,COD,7034677
C13H17N3O,COD,4020896
C13H17N3O2,COD,2222778
C13H17N3O2S,COD,2209536
C13H17N3O3S,COD,2011697
C13H17N3O4,COD,2011464
C13H17N3O4Se,COD,2006418
C13H17N3O5,COD,2017908
C13H17N3O6,COD,2228665
C13H17N3O7,COD,1101098
C13H17N3O7S,COD,2213333
C13H17N3O7SZn,COD,7015294
C13H17N3O9,COD,2205372
C13H17N3OS,COD,2216145
C13H17N3S,COD,2222338
C13H17N5,COD,2218506
C13H17N5O2,COD,2210551
C13H17N5O2S,COD,2016630
C13H17N5O8,COD,2217647
C13H17N5OS,COD,2221213
C13H17N7O,COD,2219569
C13H17NO,COD,7201513
C13H17NO2,COD,4022135
C13H17NO2Pd,COD,2204981
C13H17NO2S,COD,2017548
C13H17NO2Si,COD,2224834
C13H17NO3,COD,2223818
C13H17NO3S,COD,2210092
C13H17NO3S2,COD,2200852
C13H17NO4,COD,2212280
C13H17NO4S,COD,2104506
C13H17NO5,COD,2213350
C13H17NO5S,COD,2008756
C13H17NO6,COD,7103045
C13H17NO7,COD,4020160
C13H17NO7S2,COD,2201736
C13H17NO8S,COD,2225373
C13H17NOS,COD,2017385
C13H17O,COD,1513262
C13H17O2,COD,2011994
C13H17O3,COD,2000550
C13H17O4,COD,2221801
C13H18,COD,4077186
C13H18Br2N2Si,COD,2007099
C13H18Br2O3,COD,4021279
C13H18BrCl2N3O,COD,2010969
C13H18BrN5NiO,COD,2208561
C13H18BrNO2,COD,2009642
C13H18Cl2N2O2S,COD,2202937
C13H18Cl2N2Ti,COD,4302246
C13H18Cl2O4S,COD,4023688
C13H18Cl3NO5,COD,4022260
C13H18Cl3O2Ta,COD,4060683
C13H18ClN2O2,COD,2213061
C13H18ClN3NiO5,COD,2016367
C13H18ClNO,COD,4020028
C13H18ClNO4,COD,2214089
C13H18F6O6,COD,7100090
C13H18FeN2O3,COD,2209082
C13H18FeO2Si,COD,2102388
C13H18IN7NiS2,COD,2011231
C13H18INO2S,COD,2207415
C13H18N,COD,7029260
C13H18N2,COD,4102502
C13H18N2NiO3,COD,4302181
C13H18N2O,COD,2225026
C13H18N2O2,COD,2218524
C13H18N2O2S,COD,2006966
C13H18N2O3,COD,2218448
C13H18N2O3S,COD,2206236
C13H18N2O3Sn,COD,2218731
C13H18N2O4,COD,2218871
C13H18N2O4Sn,COD,2214438
C13H18N2O5,COD,2223320
C13H18N2O6,COD,4024330
C13H18N2O7,COD,2101110
C13H18N2OS,COD,2006722
C13H18N2S,COD,2213647
C13H18N3O3P,COD,2208658
C13H18N4O2,COD,2208251
C13H18N4O3,COD,2200524
C13H18N4O3S,COD,2016471
C13H18N4O4,COD,7100195
C13H18N4O6,COD,7102560
C13H18N4O6S,COD,2011976
C13H18N5,COD,2010223
C13H18N5O,COD,7203386
C13H18N6,COD,7008795
C13H18N6NiO5S,COD,2206502
C13H18N6O,COD,2006925
C13H18N6O2,COD,2014765
C13H18N8,COD,2013576
C13H18NO2,COD,2222665
C13H18NO3,COD,7203489
C13H18NO3P,COD,2215757
C13H18NO4,COD,2228558
C13H18NO5,COD,8101192
C13H18NOS,COD,4020358
C13H18O,COD,7213150
C13H18O2,COD,1517387
C13H18O2S,COD,7151244
C13H18O2S5,COD,2205598
C13H18O3,COD,4103956
C13H18O4,COD,4020339
C13H18O4S,COD,2209109
C13H18O4S5Sn,COD,2224313
C13H18O5,COD,2203828
C13H18O6,COD,4028726
C13H18O7,COD,4027613
C13H18O8S,COD,2211002
C13H18P,COD,7005786
C13H18PS,COD,4023537
C13H18S8,COD,2010264
C13H19Br2ClO4,COD,4024388
C13H19Br3N2OZn,COD,2208542
C13H19BrFN5O6,COD,2013475
C13H19BrN2O2,COD,4024584
C13H19BrNO4P,COD,2223921
C13H19Cl2NPTi,COD,1100391
C13H19Cl3CuN2O,COD,2211181
C13H19Cl3N2OZn,COD,2211119
C13H19ClN2O,COD,2016402
C13H19ClN2O2,COD,2203909
C13H19ClN2O4,COD,2203397
C13H19ClO3,COD,2003918
C13H19ClO8,COD,2209999
C13H19Co,COD,4066754
C13H19CoN5O9S2,COD,2214054
C13H19Cu2N11O4,COD,4302212
C13H19CuN3O8S,COD,2211763
C13H19CuN5O,COD,2008498
C13H19F3O3,COD,4022196
C13H19I2N3OZn,COD,2230032
C13H19IO3,COD,4021460
C13H19MnN9O2,COD,2001846
C13H19N,COD,7027009
C13H19N3O2,COD,2228764
C13H19N3O3,COD,4023799
C13H19N3O4S,COD,4022119
C13H19N3O5,COD,2011463
C13H19N3O6,COD,2005858
C13H19N3O7,COD,2005816
C13H19N3OS,COD,2211864
C13H19N3S2,COD,2209134
C13H19N4O5P,COD,4023350
C13H19N5O2,COD,4311148
C13H19N5O4,COD,2228192
C13H19NO,COD,2219272
C13H19NO2,COD,2014691
C13H19NO2S,COD,2223642
C13H19NO3,COD,2211350
C13H19NO3S,COD,2225057
C13H19NO4,COD,2203721
C13H19NO5,COD,2015442
C13H19NO6,COD,2206377
C13H19NSi,COD,7203448
C13H19O,COD,7110502
C13H19O2P,COD,4020479
C13H19O3,COD,7154092
C13H19O5,COD,2012075
C13H19O6,COD,1513218
C13H19O6Rh,COD,4062892
C13H19O7,COD,4108557
C13H19OSnYb,COD,4100176
C13H20,COD,4084356
C13H20B10Se,COD,7015488
C13H20BF4NO2,COD,2000241
C13H20Br2N2O2Zn,COD,2219174
C13H20Br2O5,COD,4024387
C13H20BrN3O,COD,2011475
C13H20BrNO2,COD,2009535
C13H20BrNO3,COD,2010269
C13H20BrNO4,COD,2017046
C13H20Cl2N2Ti,COD,2221980
C13H20Cl2N4PtS,COD,2001484
C13H20Cl3N2O4P,COD,2216063
C13H20Cl3N6Si,COD,2011425
C13H20Cl5Ga,COD,4020235
C13H20ClN2O5S,COD,2100079
C13H20ClN5,COD,2229100
C13H20ClNO,COD,2220588
C13H20ClNO4,COD,2210035
C13H20CuN4O5,COD,2219241
C13H20F9NO3,COD,4023252
C13H20INO,COD,2203233
C13H20N,COD,5000252
C13H20N2,COD,4021291
C13H20N2O2,COD,2202317
C13H20N2O3,COD,7151561
C13H20N2O3S,COD,2206616
C13H20N2O3S2,COD,2222502
C13H20N2O4,COD,2205926
C13H20N2O5,COD,7151675
C13H20N2O5S,COD,2222876
C13H20N2O7,COD,4024329
C13H20N2S2,COD,2004838
C13H20N3O3,COD,2206910
C13H20N4,COD,2236830
C13H20N4O4,COD,2230134
C13H20N4O5,COD,7051901
C13H20N6NiO6,COD,7015745
C13H20N8O3,COD,2203526
C13H20NO2PS,COD,2007297
C13H20NO2S2,COD,4022784
C13H20NO3P,COD,2217215
C13H20O,COD,4021679
C13H20O2,COD,4119000
C13H20O2Sn,COD,2228546
C13H20O3,COD,2204045
C13H20O4,COD,4021116
C13H20O4S,COD,2207895
C13H20O4Si2,COD,2221557
C13H20O5,COD,7153958
C13H20O5S,COD,2003980
C13H20O6,COD,8101333
C13H20O7,COD,7150306
C13H20O9,COD,4020725
C13H20P,COD,4340659
C13H21AlO,COD,2200400
C13H21BrN2O,COD,2209463
C13H21BrS3,COD,4021474
C13H21Cl3Ti,COD,2213378
C13H21ClHg,COD,4308005
C13H21ClN2O2,COD,2016404
C13H21ClN2Pd,COD,4302908
C13H21CoN5O10S2,COD,2214916
C13H21I5N2,COD,4025233
C13H21Mo,COD,4077521
C13H21N2,COD,4025231
C13H21N2NaO5,COD,1100340
C13H21N2O3,COD,2006521
C13H21N3O4S,COD,2203532
C13H21N3O5,COD,2008239
C13H21N3O6,COD,2015773
C13H21N5O,COD,2203966
C13H21N5O2,COD,2100963
C13H21N5O4,COD,2015153
C13H21NO,COD,4021490
C13H21NO2,COD,4021486
C13H21NO2Se,COD,2007079
C13H21NO4,COD,2228521
C13H21NO5S,COD,2006848
C13H21NO7U,COD,2212306
C13H21NS2,COD,2206170
C13H21NaO4,COD,2015083
C13H21NiO5,COD,7012008
C13H21O,COD,4124412
C13H21O4P,COD,2208050
C13H21O7Pr,COD,7014844
C13H21ReS3,COD,4313253
C13H21S,COD,4112396
C13H21Si,COD,4100012
C13H22AlFO7,COD,4322376
C13H22AlN,COD,7012766
C13H22B10,COD,4103501
C13H22BrIN4O2,COD,2216102
C13H22BrN,COD,2215460
C13H22BrN4O2,COD,4023848
C13H22Cl2Pt,COD,2000980
C13H22Cl4N14O3,COD,2012278
C13H22ClFeNO2,COD,2209818
C13H22ClN3O4Zn,COD,2201811
