material_id,formula,icsd_ids
mp-1077244,GdZnGa,[634245]
mp-1077329,GdPPd,[57315]
mp-1077332,HoCdNi4,[185113]
mp-1077349,ThGeTe,[638015]
mp-1077361,BaAsAu,[420341]
mp-1077367,Ce2Bi,[616555]
mp-1077374,ThSiS,[650891]
mp-1077379,NdCdNi4,[185109]
mp-1077381,Eu2BBrN2,[409982]
mp-1077383,CsAuS,[656712]
mp-1077397,ScCdNi4,[185106]
mp-1077398,TbSi2,"[652370, 652377, 652355, 652360]"
mp-1077404,YbSi2,[423244]
mp-1077443,NdScSb,[427130]
mp-1077453,HfCuGe,[290194]
mp-1077466,CaBi2,[659277]
mp-1077469,Li3GdBi2,[192952]
mp-1077470,CaNiGe,[418852]
mp-1077471,YbBiAu,[611656]
mp-1077479,EuBi2,[659278]
mp-1077485,HoSnGe,[261754]
mp-1077503,TiSi2,"[168418, 652419]"
mp-1077512,LaGeIr,[636698]
mp-1077553,Sr2BBrN2,[261795]
mp-1077593,SmSn2,"[657392, 426767]"
mp-1077599,ScAlGe,[608009]
mp-1077617,Eu2Fe2O5,[]
mp-1077722,ScZnPt,[424600]
mp-1077762,NdSiPt,[645745]
mp-1077785,HoAlGe,[607952]
mp-1077789,ThSiNi,[646618]
mp-1077791,ZrSc2,[168950]
mp-1077797,LaGePt,[636837]
mp-1077830,Pr2GeRh3,[637614]
mp-1077837,LaScGe,[601019]
mp-1077883,In2Rh3S2,"[5439, 640339, 420726]"
mp-1077901,InCo3SnS2,[425136]
mp-1077903,Tl2Pd3Se2,"[648843, 648844]"
mp-1077904,CdPb2(ClO)2,[168248]
mp-1077905,InRh3PbS2,"[5440, 640213]"
mp-1077911,UGa5Os,[600559]
mp-1077915,HgAsPd5,[610664]
mp-1077918,Sr2TcO4,[236760]
mp-1077922,Tl2Rh3S2,"[650236, 650237]"
mp-1077929,La2CuO4,"[180586, 261659, 261660, 421550]"
mp-1077930,Ta(MnB2)2,[614775]
mp-1077942,Rb2TeSe4,[650055]
mp-1077944,HgPd5Se,"[639142, 236215, 187377]"
mp-1077954,Ce(ZnAu2)2,[426150]
mp-1077979,InPd5Se,"[290931, 427161]"
mp-1077994,SiSnPd5,[649621]
mp-1078003,DyGa5Co,[622659]
mp-1078005,K(Cu2Sb)2,[602179]
mp-1078033,UGa5Rh,[600550]
mp-1078035,Sm2Cr2C3,[380337]
mp-1078054,Sn2Rh3S2,[420728]
mp-1078064,Ca(CdAu2)2,[424033]
mp-1078074,UGa5Pt,[600554]
mp-1078085,Cs2PdCl4,[95813]
mp-1078086,In2Ni3Se2,"[640140, 640141]"
mp-1078089,Pd3(PbSe)2,"[421874, 648366, 648365]"
mp-1078092,PrIn5Ir,[246916]
mp-1078098,UGa5Fe,[600547]
mp-1078100,CdPPd5,[620223]
mp-1078114,ReCl6,[425145]
mp-1078132,La2Fe(SeO)2,[427606]
mp-1078180,Sr2MgOsO6,[194696]
mp-1078186,KZn2BCl2O3,[252061]
mp-1078190,Er2Cr2C3,[617494]
mp-1078191,Ba2TeO,[428396]
mp-1078192,Eu4Sb2O,[402953]
mp-1078202,Yb2SnGe2,[193225]
mp-1078203,CsTlF3,[]
mp-1078209,LiLa2FeO6,[252554]
mp-1078224,CeAl4Si2Rh,"[238721, 193819]"
mp-1078225,BaLaSi2,[195765]
mp-1078231,Sr(GaRh)2,[429511]
mp-1078235,TmInPd,"[239159, 640254]"
mp-1078242,YAlPd2,[430934]
mp-1078244,ScNi2SbO6,"[237875, 237878]"
mp-1078248,Gd2Cr2C3,[617507]
mp-1078257,Sr(SnHg)2,[428765]
mp-1078258,Cs2AgBiCl6,"[291598, 239874, 252451]"
mp-1078265,Cs2YbCl4,[49623]
mp-1078268,Pr2BC,[291531]
mp-1078269,Sr2UCu2S5,[195764]
mp-1078280,Ca2GaPd2,[429176]
mp-1078291,LaCo2AsN,[195899]
mp-1078292,CdCu2SnS4,"[238144, 619774, 619773]"
mp-1078295,NaNbO3,"[5308, 193715]"
mp-1078298,SbN(OF3)2,[429243]
mp-1078299,Fe(BMo)2,[5431]
mp-1078303,Ba2YOsO6,"[291489, 291488]"
mp-1078304,Ca2AlPd2,[428673]
mp-1078316,Ce2AlRu2,[425601]
mp-1078318,Mn(SbO3)2,[291234]
mp-1078326,Ca2GePd2,[251662]
mp-1078343,UGa5Ru,[600548]
mp-1078348,CeGa3Pd,[427867]
mp-1078354,Sr2CrOsO6,"[239669, 239670]"
mp-1078355,ScNiSn,[429795]
mp-1078358,LiOsO3,[252433]
mp-1078362,Ca2AlPt2,[428674]
mp-1078366,Bi2S2O,[196230]
mp-1078367,InNi2SbO6,"[237874, 237876, 426851, 237877]"
mp-1078369,Gd2Al4CoGe2,[291351]
mp-1078402,ScGePd,"[428470, 637547]"
mp-1078405,Ba2ThCu2Se5,[195762]
mp-1078408,LaNi2AsN,[195900]
mp-1078411,Sr(SnAu)2,"[428691, 427711]"
mp-1078428,Ca2GaPt2,[429177]
mp-1078429,EuGa3Pd,[427869]
mp-1078435,BaCd2Pt,[429115]
mp-1078439,CeIn7Pt2,[193321]
mp-1078441,Ba2UCu2Se5,[195763]
mp-1078453,BaAlGeF,[193687]
mp-1078460,Li2CuSn2,"[251619, 426084]"
mp-1078462,BaMg4Ge3,[165631]
mp-1078483,Ca2GePt2,[251663]
mp-1078489,HoAlCu,"[184970, 606962]"
mp-1078491,LaFe2AsN,[195898]
mp-1078498,ZnCu2SiTe4,[656150]
mp-1078504,YbIn2Pt,[424100]
mp-1078511,CuAsPtS2,"[5280, 5153]"
mp-1078518,Sr2NiIrO6,"[250819, 250818]"
mp-1078524,ErZnNi,[656587]
mp-1078527,ThAlPd,[609060]
mp-1078535,Na2TcF6,[425915]
mp-1078537,PrLuS3,[]
mp-1078539,Sr2MgMoO6,"[187662, 173119]"
mp-1078540,Ni6Ge2B,[185118]
mp-1078542,GdZnAsO,[420206]
mp-1078544,Sc2InCu2,[130033]
mp-1078547,YSnPt2,[649701]
mp-1078557,PrPt,[649192]
mp-1078578,NaCd4As3,[262035]
mp-1078581,ThAlNi,"[608897, 608053]"
mp-1078585,GdAl,[607823]
mp-1078589,EuAu,[611844]
mp-1078592,ErAlCu,"[606923, 606912, 184971]"
mp-1078593,LaInNi,[639858]
mp-1078626,TbSnPt2,[649684]
mp-1078630,Ba2ThCu2S5,[425437]
mp-1078635,ScGeOs,[637470]
mp-1078636,Ba2ZnAs2,[421423]
mp-1078639,DyMgPd,[657929]
mp-1078641,SmZnNi,[656584]
mp-1078649,U(NiAs)2,[611092]
mp-1078664,Pr2Mn2Se2O3,"[181937, 181938]"
mp-1078671,Sr2CaWO6,[164555]
mp-1078673,NdInNi,"[167631, 640079]"
mp-1078674,PrHgPd,[657952]
mp-1078684,ErCdGa,[619819]
mp-1078690,YbCdGe,[619963]
mp-1078692,PrAlCu,"[607054, 607067]"
mp-1078694,ThGaRh,[635214]
mp-1078698,ZrCuGeAs,"[185858, 423103]"
mp-1078703,NaZn4As3,[262036]
mp-1078704,ErNiBC,[248426]
mp-1078712,Hf2TlC,[618061]
mp-1078724,LiAsSe2,[248116]
mp-1078726,CsHoS2,[602874]
mp-1078729,Zr6CuBi2,[182405]
mp-1078737,HoCoGe2,[623450]
mp-1078738,Er2InCu2,[627222]
mp-1078739,YAgSb2,[190094]
mp-1078741,Ba2CuOsO6,[191960]
mp-1078748,Sr2TaInO6,[188418]
mp-1078751,Na2PdSe2,[644936]
mp-1078752,SmCoGe2,[623599]
mp-1078756,ZrGaRh,[635225]
mp-1078760,DySnPt,[630137]
mp-1078762,RbCu4Se3,[628760]
mp-1078772,TmAgGe,[164587]
mp-1078777,U2TlSe6,[260960]
mp-1078790,DyInPt2,[629865]
mp-1078799,LiNbF6,[165202]
mp-1078802,LaVGe3,[164891]
mp-1078804,ThInNi,[640155]
mp-1078811,Nb2GeC,[188618]
mp-1078820,DyMgAg,[657937]
mp-1078823,Cs2Zr(AgTe2)2,[80195]
mp-1078825,SrCd2Pd,[425494]
mp-1078826,ErAlNi,"[607418, 607431]"
mp-1078827,YSnRh,[650406]
mp-1078829,Gd2Cl3,"[9580, 23140, 9320]"
mp-1078832,ZrGaNi,"[635005, 635009]"
mp-1078834,LiRuF6,[165203]
mp-1078841,LaMgPd,[657924]
mp-1078842,GdHg3,[635810]
mp-1078849,Ca(GaP)2,[422525]
mp-1078854,ErNiGe3,[600206]
mp-1078857,DyAlCu,[606896]
mp-1078859,Er6MnTe2,[182404]
mp-1078861,Mg(BrO3)2,[26745]
mp-1078866,Y(BC)2,[427155]
mp-1078870,UGaRh,[635219]
mp-1078872,Cs2Pu(Cl2O)2,"[237515, 240941]"
mp-1078874,Ba2CeTaO6,[186212]
mp-1078876,ErSnIr,[630724]
mp-1078891,Sm(NiB)2,[615010]
mp-1078902,ThAlPt,[609160]
mp-1078908,Ca2CdP2,[422580]
mp-1078916,Tm2InCu2,[628174]
mp-1078920,LaCu,[628213]
mp-1078948,Nd(BIr)2,[614549]
mp-1078957,Ta3Be2,[616431]
mp-1078961,LiTbGe,[601256]
mp-1078965,Cs2Sb2Pd,[658702]
mp-1078980,Eu2ZnP2,[426081]
mp-1078990,CsTmS2,[602876]
mp-1078995,Sr2MgTeO6,[290893]
mp-1079003,HoNiSn,[152868]
mp-1079033,Sm(NiAs)2,[611070]
mp-1079038,HfSnIr,[638586]
mp-1079052,Er2CdGe2,[424177]
mp-10910,Al2Ru,"[58156, 609228]"
mp-11220,Sc2Al,"[183217, 58100, 183218]"
mp-11328,P2W,"[648281, 37223, 648288]"
mp-1139,Co3Mo,"[624214, 624216, 102542]"
mp-11435,Er(TiGa2)2,"[103237, 630579]"
mp-11538,TbAlNi,"[608880, 105534, 608894, 190218]"
mp-11539,SmAl3Pd2,"[105540, 190699]"
mp-11675,NbTe2,"[645536, 14389]"
mp-11852,NdCu2,"[628499, 656902, 106560]"
mp-1188435,Y2Co3Si5,[625127]
mp-1190390,Ba(ClO4)2,[195517]
mp-1190911,Rb3V5O14,"[420851, 248228]"
mp-1195872,Sm3Ga2,[635436]
mp-1201654,CuPHO4,[260593]
mp-12049,Nd2Sb,"[645905, 409859]"
mp-1209523,Rb3Sc2Br9,[]
mp-1221,V3Ge,"[638096, 186004, 638087, 20212, 603983, 638107, 56052, 638103, 638102, 638101, 638083, 638099, 638105, 638106, 638082, 638097, 638090]"
mp-1224776,Gd3Sc2S7,[]
mp-1232302,RbCuCl3,[]
mp-12510,LaSnPd,"[419190, 183316]"
mp-12752,Zr4Al3,"[150529, 609740, 191013, 609695, 603486]"
mp-1278,Zr2Si,"[652615, 652618, 24717, 42522]"
mp-1294,YCo2,"[656091, 625558, 603249, 625567, 102727, 657573, 602139, 625644, 625595, 625606, 625602, 603220, 625632, 625607, 625588, 625633, 625585, 181696, 625620, 102728, 625646, 150745, 625610, 625640, 623754, 181697, 625599, 625598]"
mp-12990,Ti2AlC,"[184886, 157767, 606272, 606270, 191095, 604361, 606275, 165460]"
mp-13010,YSn2,"[652832, 416771]"
mp-1337,MoAs2,"[16820, 610950, 43263]"
mp-13683,HfGe2,"[636542, 16698, 636552]"
mp-14093,TbOF,"[184008, 28890, 184009]"
mp-14208,LiYSi,[262362]
mp-1436,EuAg2,"[58258, 605124, 605125, 236628]"
mp-1522,FeS2,"[109374, 633275, 42415, 26756, 633304, 42416, 42726, 633255]"
mp-1527,TbCu2,"[241220, 241222, 629313, 241221, 241223, 241219]"
mp-15652,Rh3(PbS)2,"[5438, 648424, 42599, 420727, 648426]"
mp-1567,ThNi5,"[105408, 646923, 646926, 646921, 646920, 659939, 105407]"
mp-1570,YFe2,"[634107, 634075, 634084, 150744, 634114, 634117, 634079, 634091, 634102, 601992, 634100, 634108, 634083, 634103, 634099, 634097, 57792, 603459, 632234, 634085, 632228, 634088, 103697, 103698, 634105, 634096, 106699, 634106, 634122]"
mp-1629,Th2Au,"[150644, 601375, 58602, 612401]"
mp-16370,Th2Ge,"[638044, 56045]"
mp-1651,Th2Al,"[608057, 609498, 609491, 609517, 609510, 58180]"
mp-1654,CeNi2,"[621601, 603815, 621589, 621604, 102229, 621611, 102228, 621621, 621616, 621602, 621617, 657904, 621609, 621596, 602020, 621623, 621613]"
mp-1718,ZrFe2,"[634186, 106701, 634174, 634148, 96315, 634158, 634172, 634187, 634159, 634163, 103714, 634166, 634190, 634156, 634155, 634179, 634181, 634189, 634165, 633464, 634162, 634173, 103715, 55590, 634143, 634178, 634168, 634147, 634161]"
mp-1742,GdRh,"[104125, 636256, 104126, 188310, 636261]"
mp-1757,DyFe2,"[629561, 629612, 629599, 629609, 103171, 629593, 629590, 629591, 629564, 629613, 629605, 629566, 629576, 629597, 629596, 629603, 629582, 629579, 629565, 629583, 629595, 103172, 629628]"
mp-1821,WSe2,"[652170, 652167, 40752, 84182]"
mp-1882,CaCu5,"[619214, 184363, 58883, 619215, 58882, 260679]"
mp-19082,TiMnO3,"[171579, 184649, 60006, 44407, 247553]"
mp-19094,VO2,"[27482, 647613, 24926, 89471, 34419, 647637, 34420, 66665, 1504, 56003, 15889, 74705, 237337, 4110, 647604, 602360, 647610, 34418, 34421, 10141, 38054]"
mp-1915,Fe2B,"[613896, 391330, 613906, 613883, 160791, 613891, 160789, 42530, 613907, 613876, 30446, 391328, 603829, 613880, 160788]"
mp-19178,CoAgO2,"[187261, 246157, 180888]"
mp-1939,ErNi2,"[196420, 630856, 630664, 630848, 630840, 103266, 630663, 630851, 103265, 630820, 630844, 630854, 630839, 630849, 630845, 630825, 630824]"
mp-19417,TiFeO3,"[153493, 153492, 24790, 29209, 187688, 247547, 153673, 30671, 30670, 30672, 153674, 43466, 30669, 9805, 30665, 30667, 30666, 30668, 153494, 153491, 30673, 30664, 67046]"
mp-19448,Ni3TeO6,"[237872, 237873, 27076]"
mp-1969,NbSb2,"[645350, 57430, 190180, 77752, 18144]"
mp-19768,NiAsRh,"[601484, 187596, 44030]"
mp-19804,In2Co3S2,"[195432, 5436, 423459, 10011]"
mp-19807,Co3(SnS)2,"[195422, 196310, 5435, 624868, 624867, 173762, 173764, 173761, 426752, 173763, 426753, 416314, 173760]"
mp-1984,TaS2,"[68488, 651092, 651103, 651101, 169771, 651082]"
mp-19876,InNi,"[161126, 185625, 59435, 161123, 640117, 161114, 161111, 161125, 161124]"
mp-20021,DySn2,"[168676, 630317, 168674, 168675, 152349, 656941]"
mp-20027,FeP2,"[633072, 15027, 42904, 633052]"
mp-2041,HoZn2,"[104459, 104460, 639803, 639789]"
mp-20422,KMnP,"[41882, 89593, 89592]"
mp-20689,Nb3B2,"[191898, 614907, 614897, 107319]"
mp-20708,In2Ni3S2,"[640135, 640134, 415258, 108894]"
mp-20725,PbO2,"[56002, 647277, 43460, 34234, 23292, 647262, 647279]"
mp-2092,CePd3,"[621818, 621805, 621793, 621813, 621804, 621788, 621789, 621814, 602896, 621815, 107546, 621798, 621790, 621785, 621811, 621806, 621820, 621816, 621794, 600379, 102246]"
mp-21105,PuSi2,"[649973, 31645, 649969]"
mp-21192,GdSi2,"[636452, 636440, 636434, 150661, 636419]"
mp-21343,CeB6,"[194313, 194316, 194317, 194311, 194318, 194314, 194315, 194312, 612729, 612704, 612722, 173598, 95053, 612709, 612715, 241004, 604458, 173597, 612731, 612714, 612727, 612720, 67404, 612725, 600675, 84561]"
mp-21387,CeInPd,"[157625, 160860, 602649, 59883, 621378]"
mp-2152,YNi5,"[54422, 603868, 647093, 647084, 647075, 659941, 647089, 647059, 105462, 105463, 647101]"
mp-21907,NbSiAs,"[16320, 187693]"
mp-22311,EuNi5,"[103413, 631430, 103414, 631424, 631421, 631426, 631431, 631422, 631327]"
mp-22318,SrAl2,"[609422, 58166, 609407]"
mp-22338,EuOF,"[22044, 184006]"
mp-227,SmCu5,"[103099, 629254, 658039, 629246, 103098]"
mp-22700,V3Se4,"[652156, 652154, 604387, 84195]"
mp-22795,Pb2Au,"[56272, 656168, 612238, 150949, 612245]"
mp-22882,YbBr2,"[251214, 251209, 26045, 251213, 251212, 251210, 56780]"
mp-22939,BiClO,"[195115, 24608, 74502, 185970, 29143]"
mp-23072,BiBrO,"[5035, 185971, 61225, 24609, 29144]"
mp-2322,YAl2,"[609661, 609649, 609638, 609665, 609645, 609660, 609654, 609628, 609662, 58213, 609664, 609647, 58214, 186476, 609629, 609655, 609653, 609656]"
mp-2331,B2Mo,"[252125, 40907, 418397, 418398, 39554, 167732, 44451, 191908]"
mp-2396,HoCo2,"[623827, 623856, 623863, 623868, 623842, 623839, 623852, 623854, 623835, 604258, 623824, 623695, 623840, 157049, 102485, 623855, 623692, 108296, 623843, 623862]"
mp-2400,NaS,"[644955, 644958, 43407, 73173]"
mp-2567,V3Si,"[652491, 87328, 652522, 652502, 652510, 652520, 600518, 186003, 652507, 652513, 652497, 601150, 652514, 652487, 22412, 652509, 652529, 652532, 652499, 652539, 652537, 652533, 652512, 652538, 652490, 652493, 652494, 652511, 652519, 87329, 652526, 652500]"
mp-2628,DyCo2,"[622633, 622646, 102343, 622624, 622622, 622634, 622683, 622625, 622647, 102344, 622643, 622603, 163700, 622621, 658882, 622685, 622615, 622635]"
mp-2680,LaB6,"[194636, 152466, 614585, 614606, 602780, 614603, 614594, 614614, 614590, 614595, 614610, 165970, 40947, 614608, 614592, 614601, 614588, 659491, 614615, 614612]"
mp-2698,YCu2,"[629429, 604016, 240071, 103143]"
mp-27178,HgPS3,"[639130, 2564]"
mp-27335,NaAlSi,"[238553, 182834, 10146]"
mp-27848,TiIN,"[290037, 27394]"
mp-2801,CeCu2,"[102124, 620830, 620832]"
mp-28453,CsAuI3,"[186066, 59269]"
mp-2850,B2Os,"[615115, 421523, 615117, 43316]"
mp-29210,Li2Ga,"[659761, 100051]"
mp-29443,PI2,"[36293, 426518, 203216]"
mp-29587,Pr3(BN2)2,"[614877, 407282]"
mp-30147,ZrTiAs,"[92989, 186253]"
mp-30490,Mg3Cd,"[620134, 102025]"
mp-30726,YHg3,"[639298, 104369]"
mp-30849,TaPt2,"[105802, 649718]"
mp-30883,V4Zn5,"[653404, 106213]"
mp-31379,Zr2Sb,"[651781, 107691]"
mp-321,RhPb2,"[105608, 648423, 648419, 102802]"
mp-328,Zr2Ni,"[656070, 152651, 647167, 102805, 105479]"
mp-3614,KTaO3,"[39673, 184922, 56439, 181838, 56440, 39905, 280424]"
mp-3771,MgTiO3,"[5314, 291380, 55285, 169658, 169660, 169655, 169646, 169649, 169657, 169644, 164766, 169653, 169643, 169659, 171793, 169648, 169652, 171792, 169656, 171791, 169642, 171794, 169661, 169651, 169645, 169654, 156217, 169650, 65794, 169647]"
mp-4158,Nd2CuO4,"[261376, 203228, 160629, 261375, 69479, 186590, 4203, 75830, 75825, 202885, 203229, 71181, 82067, 75828, 69886, 75826, 75829, 75824, 75827, 69482, 86752]"
mp-4181,Pr2CuO4,"[91071, 261374, 71180, 186589, 185267, 185268, 65925, 65924, 191813, 261373, 202884, 72241]"
mp-4288,TbNiGe2,"[637406, 657199, 657198, 57050, 658576]"
mp-44,U,"[16057, 106205, 43341, 16056, 43339, 653370, 44475, 653381, 182486, 248402, 160449, 653373, 168169, 43340, 654164, 43419, 653376, 16058, 653368, 173998, 106204]"
mp-4482,NaSbO3,"[5312, 78011, 78416]"
mp-4596,Sr2RuO4,"[84484, 94191, 41609, 41610, 78630, 78285, 94194, 78631, 94193, 41607, 33802, 78629, 94184, 75151, 82898, 41604, 94200, 78286, 157401, 94189, 83110, 75152, 94188, 94197, 94199, 94185, 188554, 83109, 94198, 90737, 94192, 94195, 83111, 41606, 94186, 41608, 41605, 73395, 94187, 94196, 73394, 94190]"
mp-467,Th3N4,"[644748, 9052, 644750, 14336, 192151]"
mp-468,AlF3,"[252639, 252636, 252637, 252638, 38305, 68826, 36034, 30274]"
mp-474,ErFe2,"[260485, 630451, 630461, 630462, 630422, 630452, 630424, 602011, 630407, 630420, 630429, 164566, 630403, 630433, 103215, 103216, 630450, 602042, 630440, 630441, 630414, 630442, 630428, 630465, 260484, 164568, 155334, 630431, 630408, 164570, 150738, 630447, 630466, 169364, 630421, 630427, 630404, 630463, 630432, 157350]"
mp-484,Te3As2,"[196146, 30981, 54097, 18208]"
mp-505769,Eu(CuSb)2,"[291497, 77197]"
mp-537,ErCo2,"[194667, 622730, 260502, 622745, 622747, 622739, 622756, 622741, 622772, 622733, 622766, 622738, 622820, 260503, 622762, 622740, 102361, 102362, 622744, 622773, 622823]"
mp-541449,CrGeTe3,"[252343, 79269, 79270, 79268]"
mp-541911,HfNCl,"[261541, 87795, 261539, 190382, 93741]"
mp-541912,ZrBrN,"[51771, 190380, 87797]"
mp-5528,Ni3(SnS)2,"[100217, 646379, 654948, 402458, 646380, 453]"
mp-5532,Sr2TiO4,"[194714, 194713, 194717, 194715, 194716, 194718, 194719, 20293, 157402]"
mp-553281,Ba2LaNbO6,"[252173, 251943, 172403]"
mp-557382,Ba2ZnWO6,"[185847, 24983, 423034]"
mp-5634,NdOF,"[95656, 95658, 95659, 184005, 95655, 95660, 95657]"
mp-567220,Hf2SbP,"[638764, 153679]"
mp-567538,YbCu2,"[629439, 103147]"
mp-568264,SiSe2,"[27206, 24592, 651863]"
mp-568411,Th2Ga,"[635536, 102812]"
mp-568539,LaInRh,"[639862, 51957]"
mp-568746,Bi2Pd,"[42565, 616946]"
mp-569426,SrZn2,"[106113, 652892]"
mp-569548,CsAuBr3,"[186067, 170696]"
mp-569724,ErAgSn,"[183317, 55825]"
mp-569833,Zr2Ga,"[102806, 635700, 635691]"
mp-570896,Tl2Pd,"[649064, 102796, 649057]"
mp-571518,WCl6,"[26081, 425147]"
mp-571664,Zr2Rh,"[650562, 658071, 102807, 650557]"
mp-574,Ta2Co,"[102815, 625322, 625339, 625336]"
mp-589,TbFe2,"[633809, 654937, 633806, 633817, 604254, 657264, 633824, 163694, 633827, 657263, 633831, 633813, 633837, 633841, 633842, 103647, 604263, 103648, 633820, 2351, 632212, 633805, 633836, 633826, 633828, 632214, 633823]"
mp-602,Te2Mo,"[644476, 15431, 24155, 644481]"
mp-611062,EuSb2,"[10081, 631649]"
mp-6624,Tb2Fe2Si2C,"[617824, 57105, 603156]"
mp-6638,Nd2Fe2Si2C,"[603157, 617806, 57048]"
mp-6653,Ba2ErNbO6,"[194999, 109158, 245456]"
mp-666,UTe2,"[82645, 82642, 82655, 40694, 63170, 82647, 653126, 82650, 82644, 82643, 82654, 82648, 82649, 26283, 82653, 82652, 82651, 82646]"
mp-696,SiPt,"[248491, 79238, 2623, 649603, 76627, 659967]"
mp-697096,Na2H4Pt,"[638357, 47110, 638356, 655427]"
mp-7027,InBO3,"[195100, 75254]"
mp-7077,KAuS,"[656711, 202178]"
mp-7263,CaGaN,"[2027, 619288]"
mp-7297,Cs2SnF6,"[291386, 291392, 291389, 281]"
mp-743,RbN3,"[34272, 644650, 34273, 25007]"
mp-753721,GdOF,"[247803, 247805, 247806, 184007, 247802, 247804]"
mp-754019,Na4NpO5,[238526]
mp-7560,LuBO3,"[194864, 16525]"
mp-760,FeSe2,"[44751, 42041, 25680, 42115, 633489, 633479, 633469]"
mp-769864,Cs2NiO2,[423923]
mp-774,CaNi5,"[619447, 619438, 619449, 619446, 54474, 619452, 619442, 58916, 619341]"
mp-803,DyAl2,"[607229, 607218, 607237, 607236, 191193, 150945, 107648, 607233, 607234, 607235, 607217, 607245, 607231, 57737, 150535, 607230, 604445]"
mp-818,SiRh,"[650301, 650306, 185104, 108722, 79234, 182505, 182506]"
mp-8226,ThNF,"[236315, 35745]"
mp-8260,NaGdS2,"[195946, 37332, 635999]"
mp-8357,UTe3,"[40695, 78887]"
mp-8430,KLiS,"[47229, 290450]"
mp-862993,ErMgSn,"[183529, 183530]"
mp-865146,MgAsPt5,[610830]
mp-865403,Tm2MgGe2,[423454]
mp-867246,TbGa3,[635497]
mp-8697,ScBO3,"[195099, 65010]"
mp-8732,Ta2Se,"[65739, 657372]"
mp-8742,DyCoSi2,"[193392, 193393, 67009, 622703]"
mp-8756,KLiSe,"[290451, 67277]"
mp-884,NdSi2,"[645989, 645963, 645985, 645948, 645987, 645949, 658308, 645972, 645941, 25666]"
mp-929,ZrCo2,"[625679, 625689, 189945, 625668, 625709, 656651, 625696, 625693, 604257, 625691, 625692, 625694, 603796, 625697, 102743, 603222, 625678, 625705, 102742, 625700, 96317]"
mp-974769,EuNiGe3,"[193126, 600943]"
mp-9881,KAuSe,"[40759, 656713]"
mp-9922,HfS3,"[638846, 42074]"
mp-9923,VP2,"[42077, 648276]"
mp-9925,Ca2Sb,"[42135, 154]"
mp-9934,BaMgSi,"[42459, 191039]"
mp-9938,Hf2Si,"[638912, 42523]"
mp-9939,Hf2Ge,"[636548, 42524, 636547]"
mp-1019519,Ba2NaO,[411905]
mp-10208,NiMoP2,"[644023, 76283]"
mp-1020860,Rb2MgSi5O12,[]
mp-1025423,SmGa2Ni,"[634931, 634919]"
mp-1025433,HoGa2Ni,[634393]
mp-1025464,Sc3NiC4,"[657399, 618563]"
mp-1025497,AlV2C,"[606285, 187512, 606283]"
mp-1025504,TmGa2Ni,[634971]
mp-1025522,ThTe3,[427671]
mp-1025536,PrGa2Ni,"[634895, 634882]"
mp-1025550,Ti2GaN,[634721]
mp-1025552,LuGa2Ni,[634584]
mp-1072922,TbSn2,"[168673, 168671, 652731, 168672]"
mp-1077154,SmCu2,"[658041, 603136, 629247]"
mp-1077950,Tl2Pd3S2,"[648763, 648762]"
mp-1078261,Ho2Ni2Sn,"[196359, 425430]"
mp-1078278,CrB4,"[239597, 186852, 186851, 425106]"
mp-1078378,YbInPt,"[291061, 236977]"
mp-1078427,CeAl4Si2Ir,"[238722, 193820]"
mp-1078443,As2Se3,"[291473, 611373]"
mp-1078464,MnGe,"[252044, 252043, 187195, 187196, 636969, 187197]"
mp-1078508,HoTe3,"[639762, 639770]"
mp-1078543,YbAlCu,"[607190, 604214, 607198]"
mp-1078577,DyNiGe2,[658575]
mp-1078613,DyPt,"[630127, 630117, 630123]"
mp-1078624,LaCoC2,"[617415, 617416]"
mp-1078625,Tm2InAu2,"[130044, 130043]"
mp-1078668,NiPbO3,"[187686, 187685, 187684]"
mp-1078725,Ba2UZnO6,"[169536, 167502]"
mp-1078757,NdAlNi,"[608772, 608770]"
mp-1078767,HfAlNi,"[608130, 608118]"
mp-1078796,EuAs3,"[86401, 610425, 610403]"
mp-1078837,DyZnPd,"[656592, 183341]"
mp-1078868,Sr2MgReO6,"[248467, 248468, 182569]"
mp-1078907,Ba2GdMoO6,"[236362, 236360]"
mp-1078911,TmSnPd,"[648939, 657631]"
mp-1078938,YAl2Pd5,"[182835, 182836]"
mp-1078991,ErTe3,"[631175, 631185]"
mp-1078999,NdAlH6,"[247044, 247043]"
mp-1079050,LaAsO3,[423416]
mp-1079059,Er2InAu2,[658840]
mp-1079064,PrCoGe2,"[623562, 623572]"
mp-1079070,UCuSb2,[656842]
mp-1079075,YGa2Pd,[600148]
mp-1079076,Hf2PbC,[618050]
mp-1079079,HfAsRu,"[604605, 610654]"
mp-1079080,CsCd4As3,[262029]
mp-1079085,LuInPd,[639921]
mp-1079088,NaAsF6,"[184563, 184562]"
mp-1079090,Er3Sn7,[174439]
mp-1079093,TmSiAg,"[169472, 605849]"
mp-1079097,ErMgAg,[657938]
mp-1079103,LaCuSb2,[658225]
mp-1079110,Hf3AlN,[602284]
mp-1079111,EuTiO3,"[187116, 187112]"
mp-1079112,Y2InPd2,[658303]
mp-1079121,SmCoC2,"[617442, 617445]"
mp-1079130,Ba2ZnBi2,[421424]
mp-1079148,LuSnRh,[642552]
mp-1079149,Ba2ZnSb2,[421425]
mp-1079155,Hf6Al2Pt,[261007]
mp-1079168,ThGaPt,[635155]
mp-1079169,Ba2NdIrO6,[247171]
