material_id,formula,icsd_ids
mp-9076,NaTmS2,[73482]
mp-9078,BaPIr,[73529]
mp-9081,CsNdS2,[73535]
mp-9082,CsSmS2,[73536]
mp-9084,CsGdS2,[73538]
mp-7814,Ta2CS2,[23791]
mp-9085,CsTbS2,[73539]
mp-981356,Zr(FeGe)6,"[92175, 92174, 632167]"
mp-7359,BaAgAs,[8278]
mp-7361,Sr(CoGe)2,[407]
mp-7363,Sr(ZnGe)2,[411]
mp-9126,Sr(SbO3)2,[74540]
mp-9125,Ca(SbO3)2,[74539]
mp-9127,Ba(SbO3)2,[74541]
mp-7364,Ca(SiAu)2,[412]
mp-7365,Sr(SiAu)2,[413]
mp-9143,LiPF6,[74830]
mp-7366,Sr(AgSn)2,[414]
mp-9144,LiAsF6,[74831]
mp-9158,LiCuO2,[74978]
mp-9159,Li4NpO5,[74983]
mp-7374,Ba(CuO)2,[9456]
mp-9195,BaCuSeF,[75585]
mp-738,Sb2Au,"[612288, 43107, 40350, 612284]"
mp-7386,NaAgF4,[9903]
mp-9210,La(PdO2)2,[79340]
mp-669431,EuBi2BrO4,[92414]
mp-7726,Rb2UO4,[20582]
mp-9223,ScGeRu,[79595]
mp-9235,LaNiSb,[79979]
mp-7387,KAgF4,"[72715, 9904]"
mp-9241,HoCoC2,"[617411, 78552]"
mp-739,TiP,"[648229, 648231, 76025, 648215, 24337]"
mp-7388,NaAuF4,[9905]
mp-9250,RbLiSe,[78878]
mp-7400,NaAlGe,[10147]
mp-9257,Yb(CdSb)2,"[419690, 78989]"
mp-9259,Ba2Mg(BO3)2,[75986]
mp-9263,KErTe2,[71560]
mp-9264,NaTeAu,[71650]
mp-9277,Ce2CrN3,[78826]
mp-7818,Pd4Se,[23864]
mp-9298,Sr(AuO2)2,[80328]
mp-7420,KHgAs,[10458]
mp-7421,KZnAs,[10459]
mp-9312,PrNiC2,"[618558, 80482, 618555]"
mp-7424,BPd2,"[615164, 10487]"
mp-7426,Ba(ZnP)2,[12145]
mp-7430,Ca(CdSb)2,[12151]
mp-981699,SmZnIn,[640553]
mp-7431,Sr(ZnSb)2,[12152]
mp-811,BaPt5,"[616041, 58676]"
mp-8119,PrCuSi,"[30761, 169677]"
mp-672215,Gd(PRu)2,[602099]
mp-8128,NaNdO2,[31317]
mp-8127,K2Mg(CO3)2,[31295]
mp-8136,ThSO,[31654]
mp-8137,NpSO,"[31656, 421032]"
mp-8146,SrPuO4,[31974]
mp-8150,Ba(CdSb)2,[]
mp-8152,Li2CeAs2,[]
mp-8161,CaPdF4,[32674]
mp-8176,RbTlO2,[33554]
mp-8175,KTlO2,[33553]
mp-8182,As3Rh,"[611268, 34052]"
mp-8188,KScO2,[34958]
mp-7432,Sr(CdSb)2,[12153]
mp-8192,Rb2PtF6,[35108]
mp-7433,NaCuSe,[12155]
mp-7435,KCuSe,[12157]
mp-8511,PF5,[62554]
mp-672254,CaPdPb,[106355]
mp-7555,LiMgSnPd,[16478]
mp-698582,Li5Mn7O16,[]
mp-698654,NaMgFe(SO4)3,[]
mp-6987,Sr(GaTe2)2,[41166]
mp-687088,Co2TeBr2O3,[415797]
mp-6875,BaNa2Al4(SiO4)4,"[156657, 156658]"
mp-8743,HoCoSi2,"[67010, 623893]"
mp-6686,K2NaInF6,"[23430, 22113]"
mp-7817,YB12,"[23860, 615707, 615716]"
mp-8121,SmCuSi,[30763]
mp-8300,Ba4As2O,[33905]
mp-8308,Ca3Ni7B2,[36505]
mp-7470,RbCuO,"[15100, 49758, 188523, 40159]"
mp-1169,ScCu,"[103095, 629013]"
mp-1172,MgRh,"[104859, 656818]"
mp-2314,LiPb,"[104762, 104763, 642249]"
mp-5019,YCo3B2,"[659053, 87169, 23655, 656889, 613413]"
mp-21473,Gd(NiP)2,"[636063, 636061]"
mp-21347,CoBMo,"[20461, 42894]"
mp-559893,LiBi(PdO2)2,[202930]
mp-13934,Ba2TmReO6,[25398]
mp-13841,IrF4,[23483]
mp-1078394,Ba2LuBiO6,[195217]
mp-20712,EuGe,"[53426, 52702, 631288]"
mp-1219,BaGa2,"[58649, 150472, 417213, 246238]"
mp-977393,LiLu2Ru,[]
mp-24724,TbH2,"[56175, 638488, 56176]"
mp-862366,Sc2TlAg,[]
mp-864640,Ta2NbIr,[]
mp-866047,NaEuTl2,[]
mp-867916,ScGaIr2,[]
mp-867917,CuGeRh2,[]
mp-931,ThP,"[648200, 77847, 648203, 65140, 648205, 648202]"
mp-933,YAs,"[611581, 611583, 658803, 611582, 160146, 185496, 44087]"
mp-978542,SmErIn2,[]
mp-27769,V3AsC,"[25761, 609887]"
mp-569630,NdOs2,[150520]
mp-16136,Sr3TaGa3(SiO7)2,"[91779, 181651, 421591, 380530]"
mp-23655,Na4Al3Si3IO12,"[71434, 68960]"
mp-23996,BeH8SO8,"[23218, 23219, 74575, 74573, 74572, 74576, 74574, 74577]"
mp-30530,TlClO4,[33564]
mp-766217,Sr4Cu2O7,[]
mp-766842,TaCrO4,[]
mp-7910,Al2HgTe4,[25641]
mp-542106,SbPd2,[77889]
mp-546794,SiO2,"[162246, 162619, 162660, 75648, 162618]"
mp-9029,Ca3VN3,"[41060, 72118]"
mp-19596,K2V3O8,"[245500, 1925]"
mp-9200,K3AuO,[79086]
mp-1212931,DyTl(WO4)2,[]
mp-1222646,Li2MgHg,[]
mp-997088,KAgO2,[]
mp-977395,YbFeB4,[603709]
mp-639863,CeGaPd2,"[400393, 656960, 602799]"
mp-9774,Ba4Sb2O,[402284]
mp-640040,Mn4Nb2O9,"[29216, 202550, 27133]"
mp-9977,Er2FeC4,[42968]
mp-640089,CeCd11,"[150605, 619646, 619662]"
mp-998324,RbCaCl3,[]
mp-998174,RbPdBr3,[]
mp-998344,CsAgBr3,[]
mp-998553,KAgBr3,[]
mp-998567,InSnCl3,[]
mp-9986,CsAuO,"[409553, 43006]"
mp-998611,RbSnCl3,[]
mp-640312,K4In3Ge20,[400448]
mp-977428,YbAl2Cu,[604213]
mp-640321,CsNa2Ge17,"[195595, 240031, 245539, 151881, 162592, 91239]"
mp-640315,Y(Zn10Ru)2,[152110]
mp-677272,La2EuS4,[]
mp-640391,Tm5NiPb3,[152607]
mp-640444,Tb5NiPb3,[152603]
mp-998750,KAgCl3,[]
mp-7068,Sr3(AlSi)2,[100127]
mp-640597,Ce3(AgGe)4,"[154475, 154477, 417491]"
mp-998787,CaTlCl3,[]
mp-780239,Na6Sn2B4SO16,[]
mp-641576,Gd3CuSiSe7,"[627649, 156286]"
mp-641775,Sr19In8N7,[155930]
mp-642418,Sr11In3Ga4,[159150]
mp-9778,K2AgP,[402572]
mp-6779,Ba2Pr(CuO2)4,"[75850, 75815, 90748, 87940, 90757]"
mp-978039,Ho4Ga16Co3,[261782]
mp-6788,La3Ga5SnO14,"[55416, 412328]"
mp-679,Er2O3,"[39185, 55832, 39187, 53406, 39521, 94888, 180843, 96210, 33656, 184540, 39189, 630890, 630897, 186592, 39190, 39186, 39188, 27992, 27774]"
mp-6790,Ba2Y(CuO2)4,"[72261, 85273, 74251, 400273, 85277, 85275, 400280, 67632, 85272, 67631, 83920, 66613, 85279, 400277, 75689, 74259, 85278, 85280, 66603, 94265, 400276, 88873, 71417, 75712, 97052, 66605, 72258, 85281, 85274, 400279, 66604, 69698]"
mp-978092,PrCuGe2,[627765]
mp-643092,U(GaFe)6,[]
mp-978098,HoMnB4,[614473]
mp-643271,Gd(Al10Cr)2,"[250864, 157334, 606779]"
mp-978102,Pr2Co12P7,[624603]
mp-7715,AgF2,[20453]
mp-6450,K2LiAlP2,"[77275, 87592]"
mp-645286,Gd(Co2B)6,"[184644, 613056, 417868, 613064]"
mp-9783,Ba3(AsO4)2,[]
mp-9784,BaBAsO5,[404439]
mp-780545,Na3VO4,[]
mp-680654,Sr3Rh4Pb13,"[648431, 105610]"
mp-8683,K5As2Au,[40698]
mp-978568,Si3MoPt2,[174199]
mp-683897,Pr3Sn13Rh4,"[649230, 102352, 649227]"
mp-647363,La21Fe8Bi7C12,[260243]
mp-7083,LaSi,[408030]
mp-7085,Tm2FeC4,[40758]
mvc-11360,BiOF,[]
mp-647805,Ce21Fe8Bi7C12,[260244]
mp-648086,GdGa2Co,[102429]
mp-9799,Yb4As2O,[402951]
mp-7206,TcAgO4,[281321]
mp-6533,NaLu(Pd3O4)2,"[159698, 416619]"
mp-979972,SmAlCu,[607110]
mp-979979,Sm3Sb4Au3,[612289]
mp-979980,VPd3,[]
mp-684903,V2N,[167802]
mp-8689,V4GeSe8,"[195257, 195256, 50503]"
mp-869,TaAl3,"[609433, 609436, 281665, 609431, 609440, 107889, 609428, 151394, 58169]"
mp-8723,AsF5,[65477]
mp-8751,RbLiS,[67254]
mp-656144,BaEuFe2O5,"[416717, 416716]"
mp-877,Er2In,"[103251, 630681, 103252]"
mp-8780,Cr2N,[67400]
mp-8786,Zr2NiAs2,[68141]
mp-8789,Ca4As2O,[68203]
mp-8790,Ba2CuO3,[68217]
mp-8799,RbNaS,[68489]
mp-6574,Er2C(NO)2,"[416880, 109425]"
mp-685055,CrTe2,[]
mp-8843,SrSiPd,[69791]
mp-8858,RbCuF3,[69656]
mp-8861,Rb2MgF4,[69681]
mp-8864,Li(Co3P2)2,[69692]
mp-8876,Ca4Al6SO12,[67589]
mp-8877,Sr4Al6SO12,[67590]
mp-980429,Sm3Hg,[]
mp-663,NdGe,"[637286, 637253, 42375, 637250, 42374, 637264]"
mp-7232,Cs2HgO2,[25513]
mp-7233,La2SeO2,[25804]
mp-8921,Cd4P6SN12,[71019]
mp-6646,HoNi2B2C,"[79064, 56650, 79065, 79062, 79063, 79575]"
mp-7239,PrMgGa,[413285]
mp-665,SnSe2,"[601190, 43594, 43857, 656780, 651921, 651910]"
mp-7241,Ho2InPd2,"[54486, 658299]"
mp-7247,CeZn3Cu2,[99222]
mp-6654,Cs2LiGaF6,[9004]
mp-8948,CeAsPd,[71613]
mp-8951,SmAsPd,[71616]
mp-8950,NdAsPd,[71615]
mp-8953,YbAsPd,[71620]
mp-980811,TmMn12,[643844]
mp-8962,Rb2HgF4,[72352]
mp-8963,Cs2HgF4,[72353]
mp-965,TbB2,"[44593, 615535]"
mp-9848,PrP5,[409182]
mp-697833,SrLaFeRuO6,[]
mp-697925,Na5YbH4(C2O7)2,[96136]
mp-698491,NaCa2Al4H8C4ClO20,"[100720, 158911]"
mp-675396,Sm3Eu3S8,[]
mp-6999,ScPS4,[67559]
mp-686947,EuMoO4F,[419248]
mp-768211,Cs3HoO3,[]
mp-639910,Y(Sn3Ru2)2,[54354]
mp-978662,Sc6Al16Ir7,[608246]
mp-978976,Ti6Al16Pt7,[609161]
mp-983480,Hf6Al16Rh7,[608144]
mp-20717,CrAs,"[195014, 195013, 195015, 610150, 42639, 610135, 603347, 23589, 23590, 42640, 610156, 610141]"
mp-542028,Ti3Al2NiN,[91338]
mp-14495,Li6ZnO4,[62137]
mp-2943,KY3F10,"[98578, 108778, 155135, 409643, 427142, 427143, 56328, 155138, 155137, 155136, 427144, 427145]"
mp-554959,K2Al2Sb2O7,[280310]
mp-6325,Ba3MgTa2O9,"[95495, 163553, 240279]"
mp-1777,Li15Ge4,"[43235, 43689, 636879]"
mp-996994,FeAuO2,[]
mp-15986,Hf(CuP)2,[53287]
mp-978252,Ce2Zn17,[622325]
mp-541474,Pt(OF3)2,"[78851, 28345]"
mp-1080664,CrB,[613476]
mp-1078746,Sr2FeH6,[632211]
mp-973553,Gd(Al2Cu)4,"[606938, 606934]"
mp-755287,Ca3CdO4,[]
mp-862539,BH6CN3F4,[202434]
mp-22085,DyCuPb,[107274]
mp-754596,RbGaO2,[]
mp-865519,YTaRu2,[]
mp-865383,Tm2OsRu,[]
mp-866105,Ca2HgPb,[]
mp-12008,ErCdCu4,[415196]
mp-20211,Mn3Si,"[643621, 643647, 76227, 643616]"
mp-3791,ScCo2Sn,"[106492, 102646]"
mp-862631,Ba2SbAu,[]
mp-862929,Li2PmAl,[]
mp-863676,Pm2CuSn,[]
mp-864878,ZrAlAu2,[]
mp-867769,ScZnRh2,[]
mp-867773,DyMgCd2,[]
mp-17250,K3SbO3,[279579]
mp-17297,Na2GeF6,[69623]
mp-17389,Pr3SiAgSe7,"[605685, 418058]"
mp-18244,K6MnS4,[65448]
mp-18303,Nd3CuSnSe7,[152548]
mp-3519,ZrSO,"[6166, 31721]"
mp-550751,BaBeSiO4,[86792]
mp-565332,LiMg4V3O12,[250192]
mp-566240,Na5WNO4,[74934]
mp-20351,InP,"[640182, 640185, 24517, 41443, 640184, 600858, 600506, 53105, 640191, 190417, 640186, 181196, 165466, 188691, 640192]"
mp-23032,CsCuCl3,[]
mp-752580,RbNO2,[]
mp-633,LaSn3,"[641991, 104721, 641986, 261870, 104720, 151359, 642000, 641998, 191074]"
mp-1193428,PrNi5Sn,"[646285, 290361]"
mp-1205981,TbBiRh,[]
mp-636403,PuNi3,"[646309, 105321]"
mp-989647,YReN3,[]
mp-637182,Gd3Al7Ag2,[99069]
mp-7064,Er2Si2O7,"[86148, 74779, 151123]"
mp-7703,DyTaO4,"[415435, 20263]"
mp-9909,Ba5Sb3,"[41840, 616108]"
mp-977345,Ho2Co3Si5,[623902]
mp-9918,LiGe,[42062]
mp-677,SrCd2,"[260381, 102067, 420579]"
mp-6770,BaLa2MnS5,"[90639, 90640, 91227]"
mp-9952,Hf5ZnSb3,[42913]
mp-9967,NdSi,"[42944, 645977, 600989, 645937, 645943]"
mp-9968,PrSi,"[649360, 649381, 42945]"
mvc-5692,Mg(MoO2)2,[]
mvc-5694,Zn(MoO2)2,[]
mp-997024,CsAuO2,[]
mp-997052,RbAgO2,[]
mp-7632,NiMoP,[1133]
mp-7157,Tb(AlGe)2,[412124]
mp-7176,RbLaSe2,[281067]
mp-7192,Sc2Sb,"[651511, 409586]"
mp-7194,TbCuAs2,[412551]
mp-979261,TiPd,[167649]
mp-979465,SmCd3,[]
mvc-13028,CaCu2F8,[]
mp-7496,ThZn2,"[106166, 15445]"
mp-7497,ThSi2,"[15449, 26569]"
mp-983459,HfZr,[]
mp-7534,K2Cd2O3,[16223]
mp-767213,LiVPHO5,[]
mp-9837,Ba4Nd4Zn3PtO15,[408321]
mp-9842,RbSm(CO3)2,[409080]
mp-767552,Na3CaPCO7,[]
mp-754665,Pb(BrO3)2,[]
mp-984696,Hf(TlTe)4,[168651]
mp-755893,CaBiO3,[]
mp-675013,Na(Ce2Se3)4,[]
mp-9719,Na2LiAlP2,[402083]
mp-9720,Rb3BP2,[402084]
mp-9722,Na2LiGaAs2,[402111]
mp-9726,SrBeF4,[404396]
mp-984716,CaSn4(PO4)6,[]
mp-984743,Er2Ge5Rh3,[630651]
mp-767725,Sr2CrCO3F5,[]
mp-699173,CsHIF7,[71581]
mp-699232,Mg7P2(HO2)8,[92918]
mp-7944,NaSb,[26473]
mp-764992,Co29Ge13O56,[]
mp-699738,Li2Co3(SeO3)4,[89649]
mp-768107,Na13Ni11O24,[]
mp-765020,Sr24Fe16O53,[]
mp-10923,Ca2Co12P7,[94410]
mp-15074,Sr(PIr)2,[73531]
mp-1713,CsCd13,"[619730, 415884, 619731]"
mp-11525,TmNi,"[646985, 105428, 646996]"
mp-643279,K2H6Pt,[78389]
mp-27562,Na2Pd3O4,[6157]
mp-898,HoAl3,"[150554, 608175, 107834, 150555, 57913, 608184, 57912]"
mp-31755,Ta2FeO6,"[40337, 401264, 201754]"
mp-3337,Ti6Si7Ni16,"[646625, 109221, 159263, 646628]"
mp-6101,Ba3Nb6(Si2O13)2,"[15934, 16029]"
mp-1059256,Pr,[248501]
mp-977054,La(Al2Fe)4,"[607556, 607554]"
mp-505296,Ce2MgSi2,[83915]
mp-6820,Cu2Hg2SF6,"[27327, 156366, 156367, 156368]"
mp-862340,Sc2GaCu,[]
mp-980647,TmThOs2,[]
mp-1029903,LiNbN2,[]
mp-20731,In2HgSe4,[25649]
mp-38951,Mg(GaO2)2,[]
mp-625378,NaH9O5,[]
mp-677103,RbHF2,[]
mp-8479,Tl4SiS4,[59170]
mp-17792,K2Hg3(GeS4)2,[281504]
mp-774797,Li2Ti3ZnO8,[]
mp-13755,BaNa(PO3)3,[2807]
mp-22386,InAgTe2,"[28752, 605468, 605480, 104476, 236191, 605485, 605476, 92126, 605473]"
mp-3038,Al2HgSe4,"[33827, 183502, 25638, 183396]"
mp-13836,U(RhO3)2,[23463]
mp-1018093,CaGaGeH,[173567]
mp-1207078,CaNiH3,[171478]
mp-989621,LaOsN3,[]
mp-977049,Hf4Co4Ge7,[623436]
mvc-4415,Ta2O5,[]
mp-706272,Sr3FeN3,[]
mp-866662,K5La4Si4O16F,[380466]
mp-6361,NaSr3NbO6,"[418493, 418494]"
mp-866667,Li3AsH36(SeN3)4,[409539]
mp-989638,CaTcN3,[]
mp-636334,SnRh2,"[105931, 650380]"
mp-978987,SrGe3Pd,[168862]
mp-7108,Tm(SiPt)2,[649636]
mp-7113,CrAuS2,[]
mp-979041,Tm(AlC)3,[606281]
mp-744259,Ca3Mn2(GeO4)3,[89835]
mp-8435,Ta2PdS6,"[61004, 655261]"
mp-8436,Ta2PdSe6,[61005]
mp-8447,K5Ti3F14,[60243]
mp-9457,Ca3ReO6,[84791]
mp-744434,YNiH3SO7,[92289]
mp-10026,ScTe,[43593]
mp-1018131,LuAg2,[605531]
mp-1029832,Ca2NbN3,[]
mp-1030950,K15W7N19,[]
mp-10350,BaNdCuBO5,[94205]
mp-1078240,Si6Ni3Au,[429211]
mp-1078410,Ba2ZnTeO6,[196334]
mp-1078419,Na3PSe4,"[429686, 196132]"
mp-1078889,La(AsIr)2,[186992]
mp-1078947,Nd(AlAu)2,[658116]
mp-1079296,HfAu3,[611955]
mp-1080771,NaCl7,[190537]
mp-1110680,Rb2LiSbCl6,[]
mp-1111368,K2TlRhF6,[]
mp-1112,CeCo2,"[102094, 620652, 620671, 657905, 108239, 620681, 620677, 620694, 620679, 620691, 620644, 656107, 620672, 620661, 620654]"
mp-1183065,AcAg2Pb,[]
mp-1194495,Ta2Au,[612373]
mp-1210145,NdCrGeO5,[]
mp-1211293,La(YS2)3,[641876]
mp-1212861,Er2(Al3Rh)3,[]
mp-1223259,La2CoNiO6,[]
mp-1239146,HfCrCuS4,[]
mp-12627,Nb3S4,"[76567, 645317]"
mp-12743,CrTe4Au,[150279]
mp-13956,Ag2PSe3,[1727]
mp-14017,K3Sb,"[26886, 656327]"
mp-15842,Nb2Co12P7,[87195]
mp-16108,Cs3P6N11,[51397]
mp-16648,LiSn4Rh,[412251]
mp-17313,Mg3BeAl8O16,[]
mp-18167,Ca3Cd2,[30082]
mp-18834,SrMoO4,"[194081, 194080, 193794, 239418, 23700, 173122, 28025, 173125, 99089, 173120, 245803, 245804, 245802, 250491]"
mp-18925,Li6CoO4,[62688]
mp-21266,BPPbO5,[93598]
mp-21296,PtPb4,"[648397, 105604]"
mp-22432,Ti4Cu2O,"[15810, 73017]"
mp-22442,Ba2NaOsO6,[412143]
mp-22866,HoBi,"[616691, 58787, 187365, 616689, 43545]"
mp-23161,NpCl4,"[9311, 31720, 75482, 38205]"
mp-23163,CsBi2,"[150970, 55070, 58771]"
mp-23274,Ta2Cl5,"[26104, 409386]"
mp-23376,GaSeBr7,"[409485, 78913]"
mp-24136,Cs(BH)6,"[423177, 92501]"
mp-2422,ErGa2,"[630548, 602414, 103230, 630545, 103229]"
mp-24728,VH2,"[56191, 638528, 629532, 638525, 164603]"
mp-24948,RbFe(SeO4)2,[75550]
mp-27175,InOF,[2521]
mp-2719,DyB4,"[68651, 68306, 613594]"
mp-27725,AuI,[24619]
mp-27794,BaB8O13,[26203]
mp-28108,Na4SnTe4,[37184]
mp-28328,RbI3,[61348]
mp-2858,ZrO2,"[291451, 291120, 80042, 80047, 80043, 62993, 80048, 187209, 185125, 82545, 68782, 26488, 187208, 659226, 60901, 57158, 80050, 248446, 173959, 57451, 187207, 80045, 80049, 157403, 15983, 94886, 18190, 94887, 82544, 96537, 89426, 186674, 248445, 86692, 80044, 41010, 417639, 237008, 57157, 658755, 41572, 82543, 172161, 80046, 60900, 647691]"
mp-286,YbSe,"[33675, 652203, 652197, 652189, 652205, 652207, 106048, 652196, 66720]"
mp-30506,CeHg2,[102181]
mp-30569,Zr6Co23,"[625669, 625708, 625680, 102744]"
mp-30614,ErZn12,"[631224, 103320]"
mp-31324,Li2In,"[659830, 51961]"
mp-31756,Ba2FeReO6,"[109252, 155174, 155175]"
mp-35785,Y2CdS4,"[620371, 620370]"
mp-4157,Sr(NO3)2,"[35494, 59391, 52352, 56088]"
mp-41734,Na8Al6Si6SO28,[]
mp-4953,CdGeAs2,"[657298, 42098, 16736, 609945, 290865, 153594, 153595, 609947, 609944, 609951, 22185, 609942, 153593]"
mp-504555,KU2F9,"[238032, 44894, 16065]"
mp-504662,SbClO,[24751]
mp-504753,Cu12As4S13,[26724]
mp-505164,NbTe4Ir,"[73690, 656451]"
mp-510002,K2Sn(HO)6,[92465]
mp-5353,ErCo3B2,"[612931, 44159, 612922]"
mp-540844,Ni(NO3)2,[28327]
mp-541852,Co21(ReB3)2,"[613265, 44177]"
mp-554546,Eu2SiO4,[23615]
mp-555268,K2Sm2IrO7,[419571]
mp-556143,Na3Ga3(TeO6)2,[418645]
mp-556489,Ta2SnO6,[54078]
mp-557407,K3NaUC3O11,[76935]
mp-557463,Na3ScSi2O7,[20120]
mp-558881,CaCr2O4,[8288]
mp-559875,K3Na2LiTeO6,[65978]
mp-560441,BaZn2Si2O7,[]
mp-560449,K3Ni2F7,[33523]
mp-560665,LaPb6BrO7,[249390]
mp-5616,Sr2P2O7,"[16947, 31004, 59395, 34467]"
mp-566093,MnSO3,[15554]
mp-566555,Li3Nd3(WO6)2,[245640]
mp-566876,Mn(PO3)3,[1720]
mp-567278,Sr(Si3N4)2,[391265]
mp-567748,Zr2Al3C4,"[159411, 153859]"
mp-568509,Er(CoB)2,[612925]
mp-568621,Mg8BRh4,[249110]
mp-569804,Er5Zr3(Ni4As3)4,[610394]
mp-570159,SmZnSn,[152627]
mp-570166,Zr6Si7Ni16,"[109222, 646685, 646691]"
mp-570558,Rb2NbCl6,[245748]
mp-601326,Sr6Ge5N2,[154397]
mp-6163,Cs2NaGaF6,"[55003, 55698]"
mp-6167,Ba2NdNbO6,"[172404, 245454, 245800, 157546]"
mp-6183,Ba2PrRuO6,"[290819, 152989, 290820]"
mp-619,UB4,"[615642, 24681, 615631, 615628, 24702, 656928, 615622, 600544]"
mp-619171,Rb2LiFeF6,[16400]
mp-619767,Cs3Fe2F9,[201958]
mp-620924,Cs2NaFeF6,"[16255, 9003, 201]"
mp-6228,Na2TiGeO5,"[20129, 160148, 91546, 160149]"
mp-6233,NaSr3RuO6,"[401345, 50023]"
mp-624492,Li(Fe3Ge2)2,"[41381, 100061]"
mp-6301,Ba3CeRu2O9,"[94024, 401912]"
mp-6309,La3Cu4(P2O)2,"[430391, 85172, 84699]"
mp-6319,Na2MgAlF7,"[33512, 33509, 33507, 100408, 33511, 33514, 33510, 76762, 33513, 33508]"
mp-6342,LiCa3RuO6,"[50018, 50019, 96219]"
mp-634381,V2Zn2O7,[250002]
mp-6345,Ba3TbRu2O9,"[95164, 94026, 94028, 94027, 95165]"
mp-637,YB4,"[615722, 54729, 26777, 67222, 615709]"
mp-639659,InCuPt2,[108380]
mp-641575,Cr21(WC3)2,"[191599, 156149]"
mp-646399,Gd(NiGe)2,"[106851, 635762]"
mp-646609,U2InRh2,[106868]
mp-6492,Ba2YSbO6,"[163373, 155253, 155346, 84650]"
mp-6493,CaMgSiO4,"[34591, 202286, 202284, 31106, 202283, 202280, 202281, 202282, 202285, 202287]"
mp-6496,Ba2Na(CuO2)3,"[59589, 72328]"
mp-6499,BaLiBO3,"[73218, 92843]"
mp-650007,Cs4TlSbCl12,"[49712, 49711, 49713]"
mp-652144,Cs3Mo5P6O25,[62674]
mp-6525,NaSn2(PO4)3,"[72216, 72215]"
mp-6526,NaGeSbO5,"[39689, 39646]"
mp-6527,Na3Li3In2F12,"[27008, 416927, 416929, 416928, 416926]"
mp-6557,Cs2PO3F,"[172346, 172345]"
mp-6560,KSO2F,"[93054, 93056, 89602, 93060, 93058]"
mp-6571,BaCuAs2O7,"[82625, 80329]"
mp-6595,Sr3CuPtO6,"[66347, 72721]"
mp-6598,K2Cu(PO3)4,"[23503, 23484, 2068, 23754]"
mp-6603,Sr2CeIrO6,"[90494, 90493, 90495]"
mp-662549,Cs2GeTe4,[78830]
mp-662590,U5(B12Mo5)2,[81533]
mp-6632,Ca5B3O9F,"[69537, 65763]"
mp-6639,RbGeSbO5,"[39586, 71933]"
mp-6641,Ba3SrRu2O9,"[48101, 48102]"
mp-6644,LiLa2RuO6,"[97487, 97488]"
mp-6647,BaYAgSe3,"[104237, 78177]"
mp-6648,KLiB4O7,"[93601, 280296]"
mp-6668,LiTiPO5,"[39534, 172584, 78106, 153522]"
mp-667,Tl2S,[]
mp-6671,Sm4Si2S3O7,"[35192, 89519]"
mp-667372,Ba8Zr3(SbO6)4,[16407]
mp-667498,Ba8CaY2U4O24,[]
mp-6676,Sr2HoRuO6,"[90655, 90654, 188478, 164512, 90653, 185614, 93360]"
mp-669308,Cs3Tm2I9,[203072]
mp-669318,Eu5Si(Cl3O2)2,[400127]
mp-669330,KCe2CuSe6,[391078]
mp-669378,Ce3Si2S8Br,"[88691, 39052]"
mp-669402,Lu2Si5Ru3,"[90196, 247835]"
mp-669410,K2Mn(SnSe3)2,[90117]
mp-669436,ZrAsPd,[92440]
mp-6695,BaCdP2O7,"[72673, 39397]"
mp-669578,Rb2Gd4Cu4S9,[]
mp-6698,Th2Cu(PO4)3,"[80864, 80863]"
mp-6706,TiTlPO5,"[85098, 81436, 80451, 80450]"
mp-670677,Ce5(In2Pt)2,[171414]
mp-6708,RbNb2PS10,"[417945, 280916]"
mp-6709,Ca3La3(BO3)5,"[250652, 241233, 93394]"
mp-6712,NaLuGeO4,"[85498, 54196]"
mp-672208,Ce2Si2O7,"[391138, 59705, 170051]"
mp-672217,La5Ga3,[106703]
mp-672231,La3Ge3Br2,[414172]
mp-672237,PbO,[]
mp-672252,LiEuPS4,[415208]
mp-672272,Sm2Pd2Pb,[99193]
mp-672286,Eu3Ga2,[106624]
mp-672287,Li13Si4,"[167673, 660135]"
mp-672306,Ba6In5N,[409805]
mp-672313,Sc6Pb5,[170063]
mp-672344,CeAl5Pt3,[171199]
mp-6726,CsLiSO4,"[63181, 63183, 200624, 63182]"
mp-672677,Ti6Co16Si7,"[109118, 625090]"
mp-672696,Hf2Nb3Ge4,"[636574, 172870]"
mp-6732,La2MgIrO6,"[79492, 81880, 81883]"
mp-673657,Ti7S12,[]
mp-6738,Al6B5(O5F)3,"[68320, 31363]"
mp-673833,Li7VAs4,[]
mp-6741,NaLa(PO3)4,"[415535, 415682]"
mp-674456,Zr10HN8,[]
mp-675056,Na3(TiS2)10,[]
mp-675189,Ho7(CuTe4)3,[]
mp-675286,Ca3UN4,[]
mp-675310,Na3(VSe2)5,[]
mp-675452,Ti20H2N17,[]
mp-676,CaN6,"[35227, 412259]"
mp-676315,Y2GeI2,[]
mp-676464,Cd3AsI3,[]
mp-676489,Ce(Mo3S4)2,"[621542, 603456]"
mp-677733,K2TiAl(PO4)3,[]
mp-680932,OsPbO3,[23444]
mp-683,Pr2C3,"[2444, 2445, 74662, 618641, 602781]"
mp-684127,K3(Na13In24)2,"[165393, 108781]"
mp-684555,USe2,[]
mp-684828,NaCeH2S2O9,[]
mp-684844,Pu2Te3,[]
mp-684922,Np2Se3,[]
mp-685220,U11Se20,[]
mp-685257,CdPbO3,[]
mp-685607,CsTaSe3,[]
mp-685609,Cs10(Mo2N5)3,[]
mp-691115,Li4Mn5O12,[]
